Secondary Subject,Level,Ethnicity,Academic Year,Provider Count,Students Assessed in 1+ Credits Count,Students Assessed in 1+ Credits Rate,Students Assessed in 14+ Credits Count,Students Assessed in 14+ Credits Rate,Assessed Count,Not Achieved Rate,Achieved Rate,Merit Rate,Excellence Rate,Not Achieved Count,Achieved Count,Merit Count,Excellence Count,Cohort Warning
Korean,Level 2,European,2018,,,,,,4,,,,,,,,,Small Cohort
Korean,Level 2,European,2019,2,3,0,2,0,12,0.083,0.083,0.333,0.5,1,1,4,6,Small Cohort
Korean,Level 2,European,2020,5,7,0,4,0,20,0,0.15,0.5,0.35,0,3,10,7,Small Cohort
Korean,Level 2,European,2021,2,2,0,1,0,7,0,0.143,0.143,0.714,0,1,1,5,Small Cohort
Korean,Level 2,European,2022,3,4,0,3,0,16,0,0.188,0.25,0.563,0,3,4,9,Small Cohort
Korean,Level 2,European,2023,3,4,0,3,0,16,0.063,0.438,0.313,0.188,1,7,5,3,Small Cohort
Korean,Level 2,European,2024,6,9,0,5,0,27,0.148,0.148,0.296,0.407,4,4,8,11,Small Cohort
Korean,Level 2,M?ori,2018,,,,,,4,,,,,,,,,Small Cohort
Korean,Level 2,M?ori,2020,2,3,0,3,0,12,0,0.333,0.417,0.25,0,4,5,3,Small Cohort
Korean,Level 2,M?ori,2023,,,,,,1,,,,,,,,,Small Cohort
Korean,Level 2,M?ori,2024,,,,,,4,,,,,,,,,Small Cohort
Korean,Level 2,Middle Eastern/Latin American/African,2019,1,1,0.001,1,0.001,5,0,0,0.2,0.8,0,0,1,4,Small Cohort
Korean,Level 2,Middle Eastern/Latin American/African,2022,1,1,0.001,1,0.001,5,0,0,0.6,0.4,0,0,3,2,Small Cohort
Korean,Level 2,Middle Eastern/Latin American/African,2023,,,,,,1,,,,,,,,,Small Cohort
Korean,Level 2,Middle Eastern/Latin American/African,2024,,,,,,3,,,,,,,,,Small Cohort
Korean,Level 2,Pacific Peoples,2021,,,,,,4,,,,,,,,,Small Cohort
Korean,Level 2,Pacific Peoples,2023,3,4,0,1,0,9,0,0.111,0.444,0.444,0,1,4,4,Small Cohort
Korean,Level 2,Pacific Peoples,2024,,,,,,4,,,,,,,,,Small Cohort
Korean,Level 3,Asian,2015,8,41,0.005,29,0.004,164,0.049,0.024,0.311,0.616,8,4,51,101,
Korean,Level 3,Asian,2016,17,63,0.008,40,0.006,207,0.019,0.101,0.304,0.575,4,21,63,119,
Korean,Level 3,Asian,2017,3,40,0.004,31,0.004,151,0.007,0.007,0.265,0.722,1,1,40,109,
Korean,Level 3,Asian,2018,4,51,0.005,34,0.004,190,0,0.047,0.295,0.658,0,9,56,125,
Korean,Level 3,Asian,2019,16,54,0.006,32,0.004,200,0.01,0.045,0.305,0.64,2,9,61,128,
Korean,Level 3,Asian,2020,23,65,0.006,37,0.005,230,0.004,0.078,0.209,0.709,1,18,48,163,
Korean,Level 3,Asian,2021,23,64,0.006,33,0.004,201,0.005,0.03,0.254,0.711,1,6,51,143,
Korean,Level 3,Asian,2022,29,77,0.007,31,0.004,222,0.023,0.068,0.284,0.626,5,15,63,139,
Korean,Level 3,Asian,2023,28,61,0.006,27,0.004,192,0.021,0.099,0.359,0.521,4,19,69,100,
Korean,Level 3,Asian,2024,26,74,0.006,29,0.003,223,0.04,0.081,0.251,0.628,9,18,56,140,
Korean,Level 3,European,2015,,,,,,2,,,,,,,,,Small Cohort
Korean,Level 3,European,2017,1,2,0,2,0,9,0,0,0.333,0.667,0,0,3,6,Small Cohort
Korean,Level 3,European,2018,1,1,0,1,0,5,0,0.6,0.4,0,0,3,2,0,Small Cohort
Korean,Level 3,European,2019,,,,,,0,,,,,,,,,Small Cohort
Korean,Level 3,European,2020,3,5,0,3,0,17,0,0.059,0.235,0.706,0,1,4,12,Small Cohort
Korean,Level 3,European,2021,4,7,0,5,0,27,0,0.148,0.333,0.519,0,4,9,14,Small Cohort
Korean,Level 3,European,2022,4,6,0,1,0,13,0,0.077,0.308,0.615,0,1,4,8,Small Cohort
Korean,Level 3,European,2023,3,5,0,4,0,21,0,0.238,0.095,0.667,0,5,2,14,Small Cohort
Korean,Level 3,European,2024,4,4,0,3,0,14,0.286,0.214,0.286,0.214,4,3,4,3,Small Cohort
Korean,Level 3,M?ori,2017,,,,,,1,,,,,,,,,Small Cohort
Korean,Level 3,M?ori,2019,,,,,,0,,,,,,,,,Small Cohort
Korean,Level 3,M?ori,2021,,,,,,4,,,,,,,,,Small Cohort
Korean,Level 3,Middle Eastern/Latin American/African,2020,1,1,0.001,1,0.001,5,0,0,0,1,0,0,0,5,Small Cohort
Korean,Level 3,Middle Eastern/Latin American/African,2023,,,,,,4,,,,,,,,,Small Cohort
Korean,Level 3,Pacific Peoples,2022,,,,,,3,,,,,,,,,Small Cohort
Korean,Level 3,Pacific Peoples,2024,,,,,,3,,,,,,,,,Small Cohort
Latin,Level 1,Asian,2015,7,25,0.002,21,0.002,91,0,0.022,0.143,0.835,0,2,13,76,
Latin,Level 1,Asian,2016,9,33,0.003,32,0.004,130,0.015,0.062,0.246,0.677,2,8,32,88,
Latin,Level 1,Asian,2017,7,32,0.003,28,0.003,118,0.017,0.042,0.288,0.653,2,5,34,77,
Latin,Level 1,Asian,2018,9,34,0.003,31,0.003,123,0,0.114,0.236,0.65,0,14,29,80,
Latin,Level 1,Asian,2019,7,26,0.002,22,0.002,91,0.011,0.055,0.319,0.615,1,5,29,56,
Latin,Level 1,Asian,2020,8,34,0.002,28,0.003,115,0.043,0.113,0.209,0.635,5,13,24,73,
Latin,Level 1,Asian,2021,4,21,0.002,16,0.002,57,0,0.018,0.158,0.825,0,1,9,47,
Latin,Level 1,Asian,2022,6,21,0.001,15,0.002,69,0.014,0.101,0.145,0.739,1,7,10,51,
Latin,Level 1,Asian,2023,4,8,0,8,0.001,32,0,0.125,0.156,0.719,0,4,5,23,
Latin,Level 1,European,2015,15,87,0.002,64,0.002,286,0.028,0.122,0.287,0.563,8,35,82,161,
Latin,Level 1,European,2016,19,98,0.002,83,0.002,360,0.042,0.119,0.314,0.525,15,43,113,189,
Latin,Level 1,European,2017,13,73,0.002,53,0.001,234,0.038,0.145,0.376,0.44,9,34,88,103,
Latin,Level 1,European,2018,13,92,0.002,73,0.002,318,0.035,0.182,0.289,0.494,11,58,92,157,
Latin,Level 1,European,2019,9,71,0.001,57,0.002,240,0.008,0.142,0.325,0.525,2,34,78,126,
Latin,Level 1,European,2020,8,64,0.001,33,0.001,150,0.04,0.147,0.313,0.5,6,22,47,75,
Latin,Level 1,European,2021,9,55,0.001,34,0.001,154,0.032,0.071,0.253,0.643,5,11,39,99,
Latin,Level 1,European,2022,6,26,0,13,0,64,0.063,0.172,0.25,0.516,4,11,16,33,
Latin,Level 1,European,2023,5,19,0,17,0,72,0,0.056,0.306,0.639,0,4,22,46,
Latin,Level 1,M?ori,2015,4,4,0,3,0,12,0.083,0.167,0.583,0.167,1,2,7,2,Small Cohort
Latin,Level 1,M?ori,2016,4,7,0,6,0,26,0.077,0.231,0.231,0.462,2,6,6,12,Small Cohort
Latin,Level 1,M?ori,2017,5,6,0,3,0,14,0.143,0.143,0.357,0.357,2,2,5,5,Small Cohort
Latin,Level 1,M?ori,2018,5,8,0,7,0.001,29,0.103,0.276,0.345,0.276,3,8,10,8,Small Cohort
Latin,Level 1,M?ori,2019,,,,,,4,,,,,,,,,Small Cohort
Latin,Level 1,M?ori,2020,,,,,,2,,,,,,,,,Small Cohort
Latin,Level 1,M?ori,2021,2,2,0,2,0,8,0,0.125,0.375,0.5,0,1,3,4,Small Cohort
Latin,Level 1,M?ori,2022,2,2,0,1,0,5,0,0,0,1,0,0,0,5,Small Cohort
Latin,Level 1,M?ori,2023,2,2,0,2,0,8,0,0.25,0.25,0.5,0,2,2,4,Small Cohort
Latin,Level 1,Middle Eastern/Latin American/African,2015,,,,,,4,,,,,,,,,Small Cohort
Latin,Level 1,Middle Eastern/Latin American/African,2016,,,,,,3,,,,,,,,,Small Cohort
Latin,Level 1,Middle Eastern/Latin American/African,2018,,,,,,4,,,,,,,,,Small Cohort
Latin,Level 1,Middle Eastern/Latin American/African,2020,2,2,0.001,2,0.002,8,0,0,0.125,0.875,0,0,1,7,Small Cohort
Latin,Level 1,Middle Eastern/Latin American/African,2021,,,,,,2,,,,,,,,,Small Cohort
Latin,Level 1,Pacific Peoples,2015,2,2,0,1,0,5,0.2,0.6,0,0.2,1,3,0,1,Small Cohort
Latin,Level 1,Pacific Peoples,2016,2,2,0,2,0,8,0,0.125,0.125,0.75,0,1,1,6,Small Cohort
Latin,Level 1,Pacific Peoples,2017,4,4,0,4,0.001,15,0,0.2,0.467,0.333,0,3,7,5,Small Cohort
Latin,Level 1,Pacific Peoples,2018,2,4,0,2,0,10,0,0,0.7,0.3,0,0,7,3,Small Cohort
Latin,Level 1,Pacific Peoples,2020,2,2,0,1,0,5,0.2,0.2,0.6,0,1,1,3,0,Small Cohort
Latin,Level 1,Pacific Peoples,2021,,,,,,2,,,,,,,,,Small Cohort
Latin,Level 1,Pacific Peoples,2022,,,,,,3,,,,,,,,,Small Cohort
Latin,Level 2,Asian,2015,7,9,0.001,7,0.001,32,0,0.031,0.375,0.594,0,1,12,19,
Latin,Level 2,Asian,2016,6,9,0.001,6,0.001,27,0,0.185,0.333,0.481,0,5,9,13,Small Cohort
Latin,Level 2,Asian,2017,5,10,0.001,9,0.001,39,0,0.077,0.154,0.769,0,3,6,30,
Latin,Level 2,Asian,2018,5,13,0.001,9,0.001,42,0.024,0,0.19,0.786,1,0,8,33,
Latin,Level 2,Asian,2019,6,12,0.001,8,0.001,38,0.026,0.053,0.395,0.526,1,2,15,20,
Latin,Level 2,Asian,2020,6,17,0.001,10,0.001,50,0.04,0.12,0.24,0.6,2,6,12,30,
Latin,Level 2,Asian,2021,3,6,0,6,0.001,23,0,0.087,0.087,0.826,0,2,2,19,Small Cohort
Latin,Level 2,Asian,2022,2,3,0,2,0,10,0,0.4,0.2,0.4,0,4,2,4,Small Cohort
Latin,Level 2,Asian,2023,4,5,0,3,0,16,0.063,0.063,0.125,0.75,1,1,2,12,Small Cohort
Latin,Level 2,Asian,2024,2,9,0.001,1,0,19,0,0.105,0.158,0.737,0,2,3,14,Small Cohort
Latin,Level 2,European,2015,13,38,0.001,26,0.001,115,0.026,0.139,0.261,0.574,3,16,30,66,
Latin,Level 2,European,2016,10,28,0.001,27,0.001,107,0,0.206,0.402,0.393,0,22,43,42,
Latin,Level 2,European,2017,13,44,0.001,34,0.001,153,0.013,0.144,0.268,0.575,2,22,41,88,
Latin,Level 2,European,2018,8,35,0.001,26,0.001,117,0,0.094,0.342,0.564,0,11,40,66,
Latin,Level 2,European,2019,9,36,0.001,20,0.001,104,0.029,0.096,0.442,0.433,3,10,46,45,
Latin,Level 2,European,2020,8,39,0.001,20,0.001,113,0.018,0.133,0.354,0.496,2,15,40,56,
Latin,Level 2,European,2021,4,28,0.001,10,0,76,0.026,0.197,0.329,0.447,2,15,25,34,
Latin,Level 2,European,2022,8,26,0.001,12,0,74,0.041,0.203,0.176,0.581,3,15,13,43,
Latin,Level 2,European,2023,5,14,0,8,0,44,0.023,0.227,0.205,0.545,1,10,9,24,
Latin,Level 2,European,2024,3,12,0,7,0,37,0.054,0.108,0.351,0.486,2,4,13,18,
Latin,Level 2,M?ori,2015,,,,,,4,,,,,,,,,Small Cohort
Latin,Level 2,M?ori,2017,2,4,0,4,0,18,0,0,0.222,0.778,0,0,4,14,Small Cohort
Latin,Level 2,M?ori,2018,,,,,,4,,,,,,,,,Small Cohort
Latin,Level 2,M?ori,2019,,,,,,3,,,,,,,,,Small Cohort
Latin,Level 2,M?ori,2021,,,,,,2,,,,,,,,,Small Cohort
Latin,Level 2,M?ori,2022,,,,,,1,,,,,,,,,Small Cohort
Latin,Level 2,M?ori,2023,,,,,,2,,,,,,,,,Small Cohort
Latin,Level 2,M?ori,2024,,,,,,2,,,,,,,,,Small Cohort
Latin,Level 2,Middle Eastern/Latin American/African,2015,,,,,,2,,,,,,,,,Small Cohort
Latin,Level 2,Middle Eastern/Latin American/African,2019,,,,,,4,,,,,,,,,Small Cohort
Latin,Level 2,Middle Eastern/Latin American/African,2021,,,,,,4,,,,,,,,,Small Cohort
Latin,Level 2,Middle Eastern/Latin American/African,2022,,,,,,4,,,,,,,,,Small Cohort
Latin,Level 2,Pacific Peoples,2015,,,,,,3,,,,,,,,,Small Cohort
Latin,Level 2,Pacific Peoples,2016,,,,,,4,,,,,,,,,Small Cohort
Latin,Level 2,Pacific Peoples,2018,,,,,,4,,,,,,,,,Small Cohort
Latin,Level 2,Pacific Peoples,2021,,,,,,4,,,,,,,,,Small Cohort
Latin,Level 2,Pacific Peoples,2022,2,2,0,1,0,6,0,0,0.667,0.333,0,0,4,2,Small Cohort
Latin,Level 2,Pacific Peoples,2024,,,,,,2,,,,,,,,,Small Cohort
Latin,Level 3,Asian,2015,3,4,0.001,2,0,10,0,0,0.3,0.7,0,0,3,7,Small Cohort
Latin,Level 3,Asian,2016,4,5,0.001,5,0.001,19,0,0.158,0.316,0.526,0,3,6,10,Small Cohort
Latin,Level 3,Asian,2017,2,4,0,4,0.001,16,0,0.063,0.125,0.813,0,1,2,13,Small Cohort
Latin,Level 3,Asian,2018,6,13,0.001,7,0.001,36,0,0.111,0.333,0.556,0,4,12,20,
Latin,Level 3,Asian,2019,6,9,0.001,7,0.001,31,0.065,0,0.226,0.71,2,0,7,22,
Latin,Level 3,Asian,2020,7,9,0.001,6,0.001,27,0.074,0.037,0.444,0.444,2,1,12,12,Small Cohort
Latin,Level 3,Asian,2021,5,9,0.001,9,0.001,34,0,0.088,0.147,0.765,0,3,5,26,
Latin,Level 3,Asian,2022,2,4,0,4,0.001,16,0.063,0,0.063,0.875,1,0,1,14,Small Cohort
Latin,Level 3,Asian,2023,3,6,0.001,5,0.001,21,0,0.048,0.048,0.905,0,1,1,19,Small Cohort
Latin,Level 3,Asian,2024,,,,,,4,,,,,,,,,Small Cohort
Latin,Level 3,European,2015,10,38,0.001,36,0.001,140,0.021,0.171,0.3,0.507,3,24,42,71,
Latin,Level 3,European,2016,9,31,0.001,20,0.001,91,0.011,0.143,0.22,0.626,1,13,20,57,
Latin,Level 3,European,2017,7,23,0.001,23,0.001,90,0.022,0.167,0.278,0.533,2,15,25,48,
Latin,Level 3,European,2018,10,36,0.001,23,0.001,104,0.058,0.212,0.221,0.51,6,22,23,53,
Latin,Level 3,European,2019,8,40,0.001,31,0.001,133,0.038,0.113,0.353,0.496,5,15,47,66,
Latin,Level 3,European,2020,8,37,0.001,27,0.001,122,0.041,0.074,0.295,0.59,5,9,36,72,
Latin,Level 3,European,2021,6,37,0.001,32,0.001,123,0.033,0.187,0.268,0.512,4,23,33,63,
Latin,Level 3,European,2022,7,19,0.001,12,0.001,51,0.02,0.059,0.255,0.667,1,3,13,34,
Latin,Level 3,European,2023,8,18,0.001,16,0.001,65,0.015,0.046,0.231,0.708,1,3,15,46,
Latin,Level 3,European,2024,5,5,0,3,0,16,0,0,0.25,0.75,0,0,4,12,Small Cohort
Latin,Level 3,M?ori,2015,2,3,0,3,0,12,0.083,0.5,0.167,0.25,1,6,2,3,Small Cohort
Latin,Level 3,M?ori,2018,3,5,0.001,4,0.001,17,0.059,0.235,0.118,0.588,1,4,2,10,Small Cohort
Latin,Level 3,M?ori,2019,3,3,0,3,0,11,0.091,0.182,0.364,0.364,1,2,4,4,Small Cohort
Latin,Level 3,M?ori,2020,,,,,,3,,,,,,,,,Small Cohort
Latin,Level 3,M?ori,2022,,,,,,1,,,,,,,,,Small Cohort
Latin,Level 3,Middle Eastern/Latin American/African,2015,,,,,,3,,,,,,,,,Small Cohort
Latin,Level 3,Middle Eastern/Latin American/African,2021,,,,,,4,,,,,,,,,Small Cohort
Latin,Level 3,Middle Eastern/Latin American/African,2022,2,2,0.001,2,0.002,8,0,0,0.375,0.625,0,0,3,5,Small Cohort
Latin,Level 3,Middle Eastern/Latin American/African,2023,,,,,,4,,,,,,,,,Small Cohort
Latin,Level 3,Pacific Peoples,2015,1,2,0,2,0,8,0.25,0.375,0.25,0.125,2,3,2,1,Small Cohort
Latin,Level 3,Pacific Peoples,2016,,,,,,4,,,,,,,,,Small Cohort
Latin,Level 3,Pacific Peoples,2017,,,,,,2,,,,,,,,,Small Cohort
Latin,Level 3,Pacific Peoples,2019,2,2,0,1,0,5,0,0,0.8,0.2,0,0,4,1,Small Cohort
Latin,Level 3,Pacific Peoples,2023,2,2,0,2,0,7,0.143,0.143,0.429,0.286,1,1,3,2,Small Cohort
Lea Faka-Tonga,Level 1,Asian,2015,,,,,,1,,,,,,,,,Small Cohort
Lea Faka-Tonga,Level 1,Asian,2016,2,2,0,1,0,6,0,1,0,0,0,6,0,0,Small Cohort
Lea Faka-Tonga,Level 1,Asian,2017,,,,,,2,,,,,,,,,Small Cohort
Lea Faka-Tonga,Level 1,Asian,2019,1,1,0,1,0,5,0,0,0.6,0.4,0,0,3,2,Small Cohort
Lea Faka-Tonga,Level 1,Asian,2023,,,,,,1,,,,,,,,,Small Cohort
Lea Faka-Tonga,Level 1,Asian,2024,2,2,0,1,0,5,0.2,0.6,0.2,0,1,3,1,0,Small Cohort
Lea Faka-Tonga,Level 1,European,2016,2,3,0,0,0,6,0.333,0.167,0.5,0,2,1,3,0,Small Cohort
Lea Faka-Tonga,Level 1,European,2017,2,2,0,2,0,8,0.125,0.375,0.25,0.25,1,3,2,2,Small Cohort
Lea Faka-Tonga,Level 1,European,2018,4,4,0,1,0,7,0.143,0.571,0.286,0,1,4,2,0,Small Cohort
Lea Faka-Tonga,Level 1,European,2019,5,5,0,0,0,9,0.111,0.222,0.222,0.444,1,2,2,4,Small Cohort
Lea Faka-Tonga,Level 1,European,2020,3,4,0,2,0,10,0.4,0.1,0.3,0.2,4,1,3,2,Small Cohort
Lea Faka-Tonga,Level 1,European,2021,3,3,0,2,0,9,0.111,0.444,0.333,0.111,1,4,3,1,Small Cohort
Lea Faka-Tonga,Level 1,European,2022,3,4,0,4,0,14,0.143,0.286,0.143,0.429,2,4,2,6,Small Cohort
Lea Faka-Tonga,Level 1,European,2023,8,11,0,5,0,29,0.241,0.241,0.31,0.207,7,7,9,6,Small Cohort
Lea Faka-Tonga,Level 1,European,2024,11,16,0,7,0,40,0.275,0.325,0.225,0.175,11,13,9,7,
Lea Faka-Tonga,Level 1,M?ori,2015,2,2,0,1,0,6,0.5,0.333,0,0.167,3,2,0,1,Small Cohort
Lea Faka-Tonga,Level 1,M?ori,2016,3,4,0,2,0,12,0.083,0.5,0.417,0,1,6,5,0,Small Cohort
Lea Faka-Tonga,Level 1,M?ori,2017,3,3,0,1,0,6,0.833,0.167,0,0,5,1,0,0,Small Cohort
Lea Faka-Tonga,Level 1,M?ori,2018,4,4,0,0,0,6,0.167,0.667,0.167,0,1,4,1,0,Small Cohort
Lea Faka-Tonga,Level 1,M?ori,2019,6,6,0,4,0,20,0.25,0.3,0.35,0.1,5,6,7,2,Small Cohort
Lea Faka-Tonga,Level 1,M?ori,2020,,,,,,4,,,,,,,,,Small Cohort
Lea Faka-Tonga,Level 1,M?ori,2021,6,8,0,3,0,22,0.273,0.636,0.091,0,6,14,2,0,Small Cohort
Lea Faka-Tonga,Level 1,M?ori,2022,2,2,0,2,0,7,0.286,0.571,0,0.143,2,4,0,1,Small Cohort
Lea Faka-Tonga,Level 1,M?ori,2023,10,16,0.001,7,0.001,41,0.268,0.244,0.415,0.073,11,10,17,3,
Lea Faka-Tonga,Level 1,M?ori,2024,8,11,0.001,4,0,22,0.364,0.455,0.182,0,8,10,4,0,Small Cohort
Lea Faka-Tonga,Level 1,Middle Eastern/Latin American/African,2017,,,,,,1,,,,,,,,,Small Cohort
Lea Faka-Tonga,Level 1,Middle Eastern/Latin American/African,2024,,,,,,1,,,,,,,,,Small Cohort
Lea Faka-Tonga,Level 1,Pacific Peoples,2015,21,150,0.017,98,0.014,514,0.115,0.191,0.339,0.356,59,98,174,183,
Lea Faka-Tonga,Level 1,Pacific Peoples,2016,22,184,0.021,126,0.018,640,0.08,0.197,0.256,0.467,51,126,164,299,
Lea Faka-Tonga,Level 1,Pacific Peoples,2017,14,197,0.022,147,0.021,709,0.126,0.155,0.317,0.402,89,110,225,285,
Lea Faka-Tonga,Level 1,Pacific Peoples,2018,17,173,0.02,127,0.019,642,0.055,0.187,0.329,0.43,35,120,211,276,
Lea Faka-Tonga,Level 1,Pacific Peoples,2019,29,192,0.019,139,0.02,725,0.063,0.208,0.327,0.401,46,151,237,291,
Lea Faka-Tonga,Level 1,Pacific Peoples,2020,34,233,0.019,139,0.02,776,0.084,0.264,0.316,0.336,65,205,245,261,
Lea Faka-Tonga,Level 1,Pacific Peoples,2021,33,239,0.02,154,0.023,808,0.085,0.283,0.251,0.38,69,229,203,307,
Lea Faka-Tonga,Level 1,Pacific Peoples,2022,27,130,0.01,80,0.011,419,0.086,0.296,0.267,0.351,36,124,112,147,
Lea Faka-Tonga,Level 1,Pacific Peoples,2023,37,238,0.017,147,0.019,767,0.138,0.291,0.282,0.289,106,223,216,222,
Lea Faka-Tonga,Level 1,Pacific Peoples,2024,33,246,0.024,134,0.021,696,0.165,0.307,0.254,0.273,115,214,177,190,
Lea Faka-Tonga,Level 2,Asian,2015,,,,,,1,,,,,,,,,Small Cohort
Lea Faka-Tonga,Level 2,Asian,2019,,,,,,0,,,,,,,,,Small Cohort
Lea Faka-Tonga,Level 2,Asian,2020,1,1,0,1,0,5,0.2,0.6,0.2,0,1,3,1,0,Small Cohort
Lea Faka-Tonga,Level 2,Asian,2021,,,,,,1,,,,,,,,,Small Cohort
Lea Faka-Tonga,Level 2,Asian,2022,,,,,,2,,,,,,,,,Small Cohort
Lea Faka-Tonga,Level 2,Asian,2024,,,,,,2,,,,,,,,,Small Cohort
Lea Faka-Tonga,Level 2,European,2015,,,,,,3,,,,,,,,,Small Cohort
Lea Faka-Tonga,Level 2,European,2016,,,,,,3,,,,,,,,,Small Cohort
Lea Faka-Tonga,Level 2,European,2017,,,,,,3,,,,,,,,,Small Cohort
Lea Faka-Tonga,Level 2,European,2018,,,,,,3,,,,,,,,,Small Cohort
Lea Faka-Tonga,Level 2,European,2019,4,4,0,0,0,7,0.286,0.429,0.143,0.143,2,3,1,1,Small Cohort
Lea Faka-Tonga,Level 2,European,2020,5,5,0,1,0,11,0.091,0.273,0.273,0.364,1,3,3,4,Small Cohort
Lea Faka-Tonga,Level 2,European,2021,3,3,0,0,0,5,0.2,0.2,0.2,0.4,1,1,1,2,Small Cohort
Lea Faka-Tonga,Level 2,European,2022,3,3,0,1,0,6,0,0.5,0.5,0,0,3,3,0,Small Cohort
Lea Faka-Tonga,Level 2,European,2023,8,9,0,5,0,28,0.036,0.25,0.393,0.321,1,7,11,9,Small Cohort
Lea Faka-Tonga,Level 2,European,2024,9,11,0,3,0,27,0.111,0.333,0.407,0.148,3,9,11,4,Small Cohort
Lea Faka-Tonga,Level 2,M?ori,2015,,,,,,2,,,,,,,,,Small Cohort
Lea Faka-Tonga,Level 2,M?ori,2016,,,,,,3,,,,,,,,,Small Cohort
Lea Faka-Tonga,Level 2,M?ori,2017,1,1,0,1,0,5,0.8,0.2,0,0,4,1,0,0,Small Cohort
Lea Faka-Tonga,Level 2,M?ori,2018,,,,,,2,,,,,,,,,Small Cohort
Lea Faka-Tonga,Level 2,M?ori,2019,2,3,0,0,0,6,0.333,0.667,0,0,2,4,0,0,Small Cohort
Lea Faka-Tonga,Level 2,M?ori,2020,3,4,0,1,0,10,0.3,0.2,0.4,0.1,3,2,4,1,Small Cohort
Lea Faka-Tonga,Level 2,M?ori,2021,,,,,,1,,,,,,,,,Small Cohort
Lea Faka-Tonga,Level 2,M?ori,2022,2,2,0,2,0,7,0.429,0.286,0.143,0.143,3,2,1,1,Small Cohort
Lea Faka-Tonga,Level 2,M?ori,2023,3,3,0,1,0,6,0.833,0.167,0,0,5,1,0,0,Small Cohort
Lea Faka-Tonga,Level 2,M?ori,2024,4,5,0,2,0,10,0.1,0.7,0.1,0.1,1,7,1,1,Small Cohort
Lea Faka-Tonga,Level 2,Pacific Peoples,2015,16,105,0.012,73,0.012,383,0.063,0.151,0.329,0.457,24,58,126,175,
Lea Faka-Tonga,Level 2,Pacific Peoples,2016,23,142,0.016,92,0.015,490,0.086,0.169,0.261,0.484,42,83,128,237,
Lea Faka-Tonga,Level 2,Pacific Peoples,2017,14,161,0.018,108,0.018,555,0.105,0.202,0.306,0.387,58,112,170,215,
Lea Faka-Tonga,Level 2,Pacific Peoples,2018,14,154,0.017,101,0.017,525,0.078,0.168,0.274,0.48,41,88,144,252,
Lea Faka-Tonga,Level 2,Pacific Peoples,2019,27,169,0.019,123,0.021,623,0.096,0.133,0.353,0.417,60,83,220,260,
Lea Faka-Tonga,Level 2,Pacific Peoples,2020,32,179,0.02,106,0.018,587,0.101,0.138,0.387,0.375,59,81,227,220,
Lea Faka-Tonga,Level 2,Pacific Peoples,2021,34,173,0.019,108,0.02,576,0.106,0.198,0.273,0.424,61,114,157,244,
Lea Faka-Tonga,Level 2,Pacific Peoples,2022,32,160,0.018,106,0.019,514,0.138,0.187,0.346,0.329,71,96,178,169,
Lea Faka-Tonga,Level 2,Pacific Peoples,2023,35,216,0.023,116,0.019,657,0.125,0.209,0.344,0.323,82,137,226,212,
Lea Faka-Tonga,Level 2,Pacific Peoples,2024,41,298,0.026,174,0.026,914,0.069,0.249,0.344,0.338,63,228,314,309,
Lea Faka-Tonga,Level 3,Asian,2016,2,2,0,1,0,5,0,0.4,0.4,0.2,0,2,2,1,Small Cohort
Lea Faka-Tonga,Level 3,Asian,2017,,,,,,0,,,,,,,,,Small Cohort
Lea Faka-Tonga,Level 3,Asian,2021,,,,,,3,,,,,,,,,Small Cohort
Lea Faka-Tonga,Level 3,Asian,2023,,,,,,4,,,,,,,,,Small Cohort
Lea Faka-Tonga,Level 3,European,2016,2,2,0,1,0,6,0.167,0,0.5,0.333,1,0,3,2,Small Cohort
Lea Faka-Tonga,Level 3,European,2017,,,,,,1,,,,,,,,,Small Cohort
Lea Faka-Tonga,Level 3,European,2018,,,,,,4,,,,,,,,,Small Cohort
Lea Faka-Tonga,Level 3,European,2019,,,,,,0,,,,,,,,,Small Cohort
Lea Faka-Tonga,Level 3,European,2020,3,3,0,0,0,5,0,1,0,0,0,5,0,0,Small Cohort
Lea Faka-Tonga,Level 3,European,2021,3,4,0,1,0,11,0.091,0.273,0.273,0.364,1,3,3,4,Small Cohort
Lea Faka-Tonga,Level 3,European,2022,,,,,,2,,,,,,,,,Small Cohort
Lea Faka-Tonga,Level 3,European,2023,2,2,0,1,0,5,0,0.6,0.4,0,0,3,2,0,Small Cohort
Lea Faka-Tonga,Level 3,European,2024,6,6,0,4,0,21,0.143,0.19,0.333,0.333,3,4,7,7,Small Cohort
Lea Faka-Tonga,Level 3,M?ori,2017,,,,,,2,,,,,,,,,Small Cohort
Lea Faka-Tonga,Level 3,M?ori,2020,,,,,,1,,,,,,,,,Small Cohort
Lea Faka-Tonga,Level 3,M?ori,2021,,,,,,3,,,,,,,,,Small Cohort
Lea Faka-Tonga,Level 3,M?ori,2022,,,,,,0,,,,,,,,,Small Cohort
Lea Faka-Tonga,Level 3,M?ori,2024,2,2,0,2,0,7,0.286,0.429,0.286,0,2,3,2,0,Small Cohort
Lea Faka-Tonga,Level 3,Pacific Peoples,2015,14,104,0.018,73,0.017,402,0.102,0.157,0.308,0.433,41,63,124,174,
Lea Faka-Tonga,Level 3,Pacific Peoples,2016,21,115,0.019,69,0.016,400,0.125,0.193,0.23,0.453,50,77,92,181,
