Secondary Subject,Level,Region,Academic Year,Provider Count,Students Assessed in 1+ Credits Count,Students Assessed in 1+ Credits Rate,Students Assessed in 14+ Credits Count,Students Assessed in 14+ Credits Rate,Assessed Count,Not Achieved Rate,Achieved Rate,Merit Rate,Excellence Rate,Not Achieved Count,Achieved Count,Merit Count,Excellence Count,Cohort Warning
Dance,Level 1,Manawatu-Whanganui,2023,11,140,0.03,41,0.016,278,0.094,0.237,0.266,0.403,26,66,74,112,
Dance,Level 1,Manawatu-Whanganui,2024,10,105,0.035,67,0.037,263,0.137,0.38,0.293,0.19,36,100,77,50,
Dance,Level 1,Marlborough,2015,1,10,0.018,0,0,20,0,0,0.35,0.65,0,0,7,13,Small Cohort
Dance,Level 1,Marlborough,2018,1,22,0.041,0,0,22,0,0.045,0.455,0.5,0,1,10,11,Small Cohort
Dance,Level 1,Marlborough,2019,2,6,0.011,0,0,11,0,0.182,0.545,0.273,0,2,6,3,Small Cohort
Dance,Level 1,Marlborough,2020,2,10,0.02,1,0.003,18,0,0.167,0.444,0.389,0,3,8,7,Small Cohort
Dance,Level 1,Marlborough,2021,2,10,0.016,0,0,13,0,0.385,0.385,0.231,0,5,5,3,Small Cohort
Dance,Level 1,Marlborough,2022,2,11,0.021,2,0.005,22,0,0.227,0.455,0.318,0,5,10,7,Small Cohort
Dance,Level 1,Marlborough,2023,2,16,0.026,9,0.019,39,0.154,0.051,0.41,0.385,6,2,16,15,
Dance,Level 1,Marlborough,2024,1,11,0.03,0,0,22,0,0.364,0.5,0.136,0,8,11,3,Small Cohort
Dance,Level 1,Nelson,2015,3,29,0.027,14,0.016,74,0.095,0.176,0.378,0.351,7,13,28,26,
Dance,Level 1,Nelson,2016,2,26,0.024,3,0.004,35,0.086,0.343,0.343,0.229,3,12,12,8,
Dance,Level 1,Nelson,2017,2,24,0.026,5,0.006,40,0.025,0.2,0.25,0.525,1,8,10,21,
Dance,Level 1,Nelson,2018,2,10,0.01,1,0.001,13,0.077,0.154,0.462,0.308,1,2,6,4,Small Cohort
Dance,Level 1,Nelson,2019,1,12,0.011,8,0.01,41,0.024,0.22,0.39,0.366,1,9,16,15,
Dance,Level 1,Nelson,2020,2,14,0.011,8,0.011,43,0,0.442,0.279,0.279,0,19,12,12,
Dance,Level 1,Nelson,2021,1,10,0.009,10,0.013,37,0.081,0.189,0.216,0.514,3,7,8,19,
Dance,Level 1,Nelson,2022,1,13,0.015,13,0.019,51,0,0.235,0.333,0.431,0,12,17,22,
Dance,Level 1,Nelson,2023,2,32,0.032,28,0.035,113,0.044,0.239,0.327,0.389,5,27,37,44,
Dance,Level 1,Nelson,2024,2,46,0.048,13,0.017,83,0.096,0.277,0.386,0.241,8,23,32,20,
Dance,Level 1,Northland,2015,7,162,0.057,102,0.05,521,0.071,0.269,0.292,0.369,37,140,152,192,
Dance,Level 1,Northland,2016,10,193,0.07,82,0.039,537,0.076,0.318,0.261,0.345,41,171,140,185,
Dance,Level 1,Northland,2017,10,170,0.07,56,0.03,413,0.046,0.232,0.3,0.421,19,96,124,174,
Dance,Level 1,Northland,2018,9,149,0.064,61,0.033,382,0.084,0.262,0.312,0.343,32,100,119,131,
Dance,Level 1,Northland,2019,8,118,0.045,12,0.007,209,0.062,0.392,0.325,0.22,13,82,68,46,
Dance,Level 1,Northland,2020,6,44,0.017,8,0.005,84,0.107,0.333,0.369,0.19,9,28,31,16,
Dance,Level 1,Northland,2021,7,86,0.031,38,0.021,188,0.016,0.33,0.287,0.367,3,62,54,69,
Dance,Level 1,Northland,2022,8,121,0.044,14,0.008,195,0.056,0.338,0.185,0.421,11,66,36,82,
Dance,Level 1,Northland,2023,7,63,0.021,13,0.008,109,0.101,0.358,0.257,0.284,11,39,28,31,
Dance,Level 1,Northland,2024,3,18,0.007,7,0.004,37,0.081,0.459,0.27,0.189,3,17,10,7,
Dance,Level 1,Otago,2015,7,57,0.02,26,0.011,137,0.044,0.307,0.212,0.438,6,42,29,60,
Dance,Level 1,Otago,2016,9,98,0.033,56,0.022,280,0.057,0.236,0.293,0.414,16,66,82,116,
Dance,Level 1,Otago,2017,7,56,0.019,28,0.011,147,0.048,0.211,0.286,0.456,7,31,42,67,
Dance,Level 1,Otago,2018,8,53,0.018,29,0.012,144,0.076,0.299,0.306,0.319,11,43,44,46,
Dance,Level 1,Otago,2019,7,82,0.026,51,0.02,252,0.06,0.294,0.282,0.365,15,74,71,92,
Dance,Level 1,Otago,2020,6,61,0.017,21,0.008,129,0.039,0.233,0.295,0.434,5,30,38,56,
Dance,Level 1,Otago,2021,8,76,0.022,40,0.017,209,0.062,0.201,0.292,0.445,13,42,61,93,
Dance,Level 1,Otago,2022,8,109,0.03,29,0.012,213,0.047,0.122,0.277,0.554,10,26,59,118,
Dance,Level 1,Otago,2023,10,94,0.025,30,0.012,197,0.036,0.162,0.299,0.503,7,32,59,99,
Dance,Level 1,Otago,2024,10,95,0.033,49,0.02,222,0.135,0.225,0.374,0.266,30,50,83,59,
Dance,Level 1,Other,2015,1,24,0.008,0,0,42,0,0.143,0.262,0.595,0,6,11,25,
Dance,Level 1,Other,2016,1,35,0.014,0,0,49,0,0.122,0.184,0.694,0,6,9,34,
Dance,Level 1,Other,2017,1,49,0.021,0,0,79,0,0.165,0.19,0.646,0,13,15,51,
Dance,Level 1,Other,2018,1,60,0.024,3,0.005,103,0,0.078,0.301,0.621,0,8,31,64,
Dance,Level 1,Other,2019,1,41,0.017,0,0,66,0,0.061,0.258,0.682,0,4,17,45,
Dance,Level 1,Other,2020,1,54,0.02,0,0,90,0,0.044,0.344,0.611,0,4,31,55,
Dance,Level 1,Other,2021,1,44,0.015,0,0,72,0,0.042,0.236,0.722,0,3,17,52,
Dance,Level 1,Other,2022,1,44,0.015,0,0,60,0.017,0.2,0.333,0.45,1,12,20,27,
Dance,Level 1,Other,2023,1,62,0.018,0,0,91,0.022,0.11,0.088,0.78,2,10,8,71,
Dance,Level 1,Other,2024,1,20,0.01,7,0.013,42,0.024,0.19,0.333,0.452,1,8,14,19,
Dance,Level 1,Pacific Islands,2015,3,33,0.126,13,0.061,73,0.096,0.493,0.219,0.192,7,36,16,14,
Dance,Level 1,Pacific Islands,2016,3,47,0.173,12,0.052,95,0.105,0.421,0.211,0.263,10,40,20,25,
Dance,Level 1,Pacific Islands,2017,2,34,0.113,9,0.039,65,0.031,0.477,0.246,0.246,2,31,16,16,
Dance,Level 1,Pacific Islands,2018,3,59,0.195,27,0.104,157,0.172,0.242,0.223,0.363,27,38,35,57,
Dance,Level 1,Pacific Islands,2019,2,46,0.158,21,0.079,121,0.14,0.413,0.207,0.24,17,50,25,29,
Dance,Level 1,Pacific Islands,2020,3,39,0.14,22,0.097,123,0.154,0.447,0.276,0.122,19,55,34,15,
Dance,Level 1,Pacific Islands,2021,3,51,0.142,19,0.069,106,0.094,0.349,0.236,0.321,10,37,25,34,
Dance,Level 1,Pacific Islands,2022,3,49,0.142,20,0.071,111,0.045,0.459,0.315,0.18,5,51,35,20,
Dance,Level 1,Pacific Islands,2023,1,51,0.121,20,0.075,125,0.048,0.328,0.336,0.288,6,41,42,36,
Dance,Level 1,Pacific Islands,2024,2,40,0.115,25,0.085,129,0.295,0.597,0.07,0.039,38,77,9,5,
Dance,Level 1,Southland,2015,3,23,0.016,12,0.01,71,0.042,0.197,0.338,0.423,3,14,24,30,
Dance,Level 1,Southland,2016,3,23,0.017,18,0.015,95,0.095,0.2,0.316,0.389,9,19,30,37,
Dance,Level 1,Southland,2017,1,15,0.011,15,0.012,74,0.068,0.162,0.365,0.405,5,12,27,30,
Dance,Level 1,Southland,2018,3,19,0.014,11,0.009,65,0.015,0.138,0.415,0.431,1,9,27,28,
Dance,Level 1,Southland,2019,3,30,0.015,16,0.013,93,0.097,0.204,0.269,0.43,9,19,25,40,
Dance,Level 1,Southland,2020,4,32,0.016,8,0.007,63,0.048,0.19,0.286,0.476,3,12,18,30,
Dance,Level 1,Southland,2021,5,22,0.011,10,0.008,52,0.019,0.058,0.288,0.635,1,3,15,33,
Dance,Level 1,Southland,2022,4,22,0.011,16,0.014,76,0.066,0.171,0.211,0.553,5,13,16,42,
Dance,Level 1,Southland,2023,5,35,0.021,17,0.014,87,0.011,0.149,0.207,0.632,1,13,18,55,
Dance,Level 1,Southland,2024,2,16,0.013,15,0.021,60,0.133,0.267,0.333,0.267,8,16,20,16,
Dance,Level 1,Taranaki,2015,1,7,0.004,5,0.003,21,0,0.238,0.571,0.19,0,5,12,4,Small Cohort
Dance,Level 1,Taranaki,2016,1,18,0.009,15,0.01,62,0,0.516,0.258,0.226,0,32,16,14,
Dance,Level 1,Taranaki,2017,3,15,0.008,7,0.005,42,0.048,0.167,0.452,0.333,2,7,19,14,
Dance,Level 1,Taranaki,2018,1,17,0.01,15,0.011,61,0.148,0.279,0.295,0.279,9,17,18,17,
Dance,Level 1,Taranaki,2019,2,16,0.007,9,0.006,42,0.024,0.405,0.31,0.262,1,17,13,11,
Dance,Level 1,Taranaki,2020,2,16,0.007,12,0.009,54,0.037,0.13,0.37,0.463,2,7,20,25,
Dance,Level 1,Taranaki,2021,3,35,0.014,12,0.009,70,0.057,0.286,0.3,0.357,4,20,21,25,
Dance,Level 1,Taranaki,2022,2,12,0.005,7,0.005,30,0,0.067,0.433,0.5,0,2,13,15,
Dance,Level 1,Taranaki,2023,3,18,0.007,14,0.01,57,0.035,0.228,0.333,0.404,2,13,19,23,
Dance,Level 1,Taranaki,2024,1,12,0.006,12,0.008,45,0.067,0.244,0.356,0.333,3,11,16,15,
Dance,Level 1,Tasman,2015,2,31,0.051,29,0.055,133,0.053,0.346,0.376,0.226,7,46,50,30,
Dance,Level 1,Tasman,2016,2,34,0.056,33,0.065,152,0.138,0.224,0.316,0.322,21,34,48,49,
Dance,Level 1,Tasman,2017,3,37,0.059,34,0.063,141,0.092,0.248,0.362,0.298,13,35,51,42,
Dance,Level 1,Tasman,2018,2,25,0.043,25,0.05,99,0.03,0.162,0.434,0.374,3,16,43,37,
Dance,Level 1,Tasman,2019,2,52,0.063,48,0.089,214,0.093,0.36,0.294,0.252,20,77,63,54,
Dance,Level 1,Tasman,2020,3,27,0.024,16,0.029,68,0.088,0.338,0.324,0.25,6,23,22,17,
Dance,Level 1,Tasman,2021,2,27,0.024,23,0.046,95,0.042,0.179,0.432,0.347,4,17,41,33,
Dance,Level 1,Tasman,2022,1,9,0.011,9,0.017,37,0.189,0.027,0.459,0.324,7,1,17,12,
Dance,Level 1,Tasman,2023,1,13,0.015,12,0.023,50,0.02,0.26,0.3,0.42,1,13,15,21,
Dance,Level 1,Tasman,2024,2,31,0.043,30,0.061,92,0.054,0.543,0.207,0.196,5,50,19,18,
Dance,Level 1,Waikato,2015,18,379,0.051,75,0.013,665,0.087,0.471,0.214,0.229,58,313,142,152,
Dance,Level 1,Waikato,2016,18,532,0.072,151,0.027,1117,0.08,0.295,0.291,0.335,89,329,325,374,
Dance,Level 1,Waikato,2017,19,552,0.078,152,0.028,1122,0.068,0.352,0.275,0.305,76,395,309,342,
Dance,Level 1,Waikato,2018,23,496,0.072,162,0.031,1053,0.07,0.339,0.254,0.337,74,357,267,355,
Dance,Level 1,Waikato,2019,25,600,0.071,138,0.026,1083,0.076,0.431,0.235,0.259,82,467,254,280,
Dance,Level 1,Waikato,2020,22,500,0.055,148,0.029,978,0.072,0.408,0.234,0.286,70,399,229,280,
Dance,Level 1,Waikato,2021,24,336,0.037,155,0.031,807,0.045,0.306,0.264,0.385,36,247,213,311,
Dance,Level 1,Waikato,2022,20,247,0.028,156,0.031,717,0.096,0.286,0.272,0.346,69,205,195,248,
Dance,Level 1,Waikato,2023,25,370,0.04,149,0.028,876,0.051,0.322,0.282,0.345,45,282,247,302,
Dance,Level 1,Waikato,2024,14,223,0.03,114,0.027,503,0.167,0.336,0.229,0.268,84,169,115,135,
Dance,Level 1,Wellington,2015,19,269,0.035,97,0.015,658,0.078,0.198,0.345,0.38,51,130,227,250,
Dance,Level 1,Wellington,2016,20,292,0.039,107,0.017,721,0.096,0.293,0.245,0.366,69,211,177,264,
Dance,Level 1,Wellington,2017,26,391,0.052,127,0.02,917,0.079,0.19,0.313,0.419,72,174,287,384,
Dance,Level 1,Wellington,2018,27,351,0.049,116,0.019,797,0.023,0.197,0.351,0.429,18,157,280,342,
Dance,Level 1,Wellington,2019,25,667,0.076,112,0.018,1154,0.039,0.263,0.265,0.433,45,303,306,500,
Dance,Level 1,Wellington,2020,24,584,0.057,104,0.018,1158,0.052,0.231,0.321,0.396,60,267,372,459,
Dance,Level 1,Wellington,2021,25,453,0.043,98,0.017,949,0.03,0.169,0.276,0.526,28,160,262,499,
Dance,Level 1,Wellington,2022,26,423,0.04,66,0.011,835,0.023,0.14,0.228,0.61,19,117,190,509,
Dance,Level 1,Wellington,2023,22,569,0.058,100,0.016,1131,0.031,0.145,0.3,0.524,35,164,339,593,
Dance,Level 1,Wellington,2024,22,434,0.066,89,0.023,705,0.081,0.221,0.264,0.434,57,156,186,306,
Dance,Level 1,West Coast,2015,,,,,,1,,,,,,,,,Small Cohort
Dance,Level 1,West Coast,2016,,,,,,2,,,,,,,,,Small Cohort
Dance,Level 1,West Coast,2017,2,9,0.022,4,0.014,22,0,0.545,0.364,0.091,0,12,8,2,Small Cohort
Dance,Level 1,West Coast,2018,2,16,0.045,0,0,27,0.037,0.37,0.259,0.333,1,10,7,9,Small Cohort
Dance,Level 1,West Coast,2019,2,16,0.04,4,0.016,34,0.118,0.471,0.235,0.176,4,16,8,6,
Dance,Level 1,West Coast,2020,2,6,0.011,5,0.018,16,0.188,0.188,0.625,0,3,3,10,0,Small Cohort
Dance,Level 1,West Coast,2021,1,4,0.006,4,0.014,18,0.111,0.889,0,0,2,16,0,0,Small Cohort
Dance,Level 1,West Coast,2022,1,5,0.009,0,0,5,0,1,0,0,0,5,0,0,Small Cohort
Dance,Level 1,West Coast,2023,1,7,0.011,7,0.023,27,0.296,0.519,0.148,0.037,8,14,4,1,Small Cohort
Dance,Level 2,Auckland,2015,60,1537,0.063,550,0.03,3866,0.062,0.21,0.301,0.427,241,813,1163,1649,
Dance,Level 2,Auckland,2016,68,1783,0.07,579,0.031,4263,0.062,0.183,0.29,0.464,266,781,1236,1980,
Dance,Level 2,Auckland,2017,69,1801,0.071,605,0.033,4446,0.058,0.215,0.31,0.417,258,955,1378,1855,
Dance,Level 2,Auckland,2018,72,2185,0.088,558,0.031,4552,0.06,0.213,0.277,0.45,271,970,1261,2050,
Dance,Level 2,Auckland,2019,69,1946,0.077,677,0.038,4620,0.066,0.23,0.29,0.413,306,1063,1342,1909,
Dance,Level 2,Auckland,2020,62,1917,0.078,575,0.032,4422,0.049,0.188,0.334,0.429,216,832,1478,1896,
Dance,Level 2,Auckland,2021,66,1570,0.066,531,0.031,3614,0.042,0.191,0.312,0.455,152,689,1128,1645,
Dance,Level 2,Auckland,2022,61,1133,0.049,516,0.031,3117,0.066,0.196,0.312,0.425,206,612,974,1325,
Dance,Level 2,Auckland,2023,68,1901,0.075,610,0.034,4240,0.067,0.224,0.297,0.411,286,951,1261,1742,
Dance,Level 2,Auckland,2024,67,2319,0.081,761,0.038,5185,0.068,0.213,0.294,0.425,352,1106,1524,2203,
Dance,Level 2,Bay of Plenty,2015,11,128,0.027,90,0.027,473,0.08,0.258,0.304,0.357,38,122,144,169,
Dance,Level 2,Bay of Plenty,2016,12,151,0.032,80,0.024,535,0.058,0.198,0.262,0.482,31,106,140,258,
Dance,Level 2,Bay of Plenty,2017,14,227,0.047,122,0.036,802,0.115,0.253,0.246,0.387,92,203,197,310,
Dance,Level 2,Bay of Plenty,2018,13,208,0.042,93,0.028,627,0.062,0.285,0.215,0.437,39,179,135,274,
Dance,Level 2,Bay of Plenty,2019,13,279,0.057,126,0.038,821,0.071,0.24,0.315,0.374,58,197,259,307,
Dance,Level 2,Bay of Plenty,2020,15,158,0.034,87,0.028,521,0.092,0.205,0.228,0.474,48,107,119,247,
Dance,Level 2,Bay of Plenty,2021,15,193,0.042,96,0.031,633,0.06,0.308,0.242,0.39,38,195,153,247,
Dance,Level 2,Bay of Plenty,2022,16,163,0.038,68,0.024,489,0.041,0.278,0.241,0.44,20,136,118,215,
Dance,Level 2,Bay of Plenty,2023,15,375,0.081,96,0.03,898,0.027,0.296,0.264,0.413,24,266,237,371,
Dance,Level 2,Bay of Plenty,2024,15,347,0.069,79,0.023,774,0.036,0.27,0.305,0.389,28,209,236,301,
Dance,Level 2,Canterbury,2015,17,182,0.023,103,0.017,574,0.122,0.312,0.267,0.3,70,179,153,172,
Dance,Level 2,Canterbury,2016,17,195,0.023,67,0.011,498,0.082,0.215,0.319,0.384,41,107,159,191,
Dance,Level 2,Canterbury,2017,21,194,0.022,82,0.013,523,0.038,0.233,0.335,0.394,20,122,175,206,
Dance,Level 2,Canterbury,2018,22,256,0.029,108,0.018,675,0.056,0.262,0.341,0.341,38,177,230,230,
Dance,Level 2,Canterbury,2019,21,262,0.03,132,0.022,749,0.048,0.231,0.324,0.397,36,173,243,297,
Dance,Level 2,Canterbury,2020,21,254,0.029,135,0.022,740,0.059,0.266,0.304,0.37,44,197,225,274,
Dance,Level 2,Canterbury,2021,23,284,0.032,110,0.018,699,0.053,0.196,0.323,0.428,37,137,226,299,
Dance,Level 2,Canterbury,2022,19,248,0.03,119,0.021,688,0.064,0.209,0.321,0.406,44,144,221,279,
Dance,Level 2,Canterbury,2023,28,319,0.037,99,0.016,700,0.056,0.163,0.299,0.483,39,114,209,338,
Dance,Level 2,Canterbury,2024,27,423,0.046,146,0.022,1050,0.045,0.198,0.306,0.451,47,208,321,474,
Dance,Level 2,Gisborne,2016,1,47,0.064,0,0,47,0.064,0.468,0.149,0.319,3,22,7,15,
Dance,Level 2,Gisborne,2017,,,,,,0,,,,,,,,,Small Cohort
Dance,Level 2,Gisborne,2018,,,,,,2,,,,,,,,,Small Cohort
Dance,Level 2,Gisborne,2019,3,25,0.03,0,0,25,0,0.56,0.32,0.12,0,14,8,3,Small Cohort
Dance,Level 2,Gisborne,2020,2,19,0.025,0,0,19,0.105,0.474,0.368,0.053,2,9,7,1,Small Cohort
Dance,Level 2,Gisborne,2021,1,5,0.007,0,0,5,0,0,0,1,0,0,0,5,Small Cohort
Dance,Level 2,Gisborne,2022,1,17,0.021,2,0.004,30,0.033,0.133,0.2,0.633,1,4,6,19,
Dance,Level 2,Gisborne,2023,2,12,0.016,0,0,12,0,0.833,0.167,0,0,10,2,0,Small Cohort
Dance,Level 2,Gisborne,2024,3,16,0.019,2,0.004,22,0.136,0.545,0.318,0,3,12,7,0,Small Cohort
Dance,Level 2,Hawke's Bay,2015,4,25,0.01,13,0.007,66,0.258,0.273,0.258,0.212,17,18,17,14,
Dance,Level 2,Hawke's Bay,2016,7,27,0.009,8,0.004,56,0.054,0.357,0.161,0.429,3,20,9,24,
Dance,Level 2,Hawke's Bay,2017,5,74,0.027,9,0.005,110,0.082,0.391,0.2,0.327,9,43,22,36,
Dance,Level 2,Hawke's Bay,2018,8,67,0.026,15,0.008,134,0.037,0.209,0.291,0.463,5,28,39,62,
Dance,Level 2,Hawke's Bay,2019,7,54,0.02,13,0.007,118,0.068,0.229,0.263,0.441,8,27,31,52,
Dance,Level 2,Hawke's Bay,2020,7,55,0.021,14,0.008,119,0.059,0.218,0.277,0.445,7,26,33,53,
Dance,Level 2,Hawke's Bay,2021,6,88,0.034,15,0.008,156,0.026,0.365,0.25,0.359,4,57,39,56,
Dance,Level 2,Hawke's Bay,2022,7,75,0.031,33,0.019,202,0.054,0.243,0.272,0.431,11,49,55,87,
Dance,Level 2,Hawke's Bay,2023,5,65,0.024,31,0.016,178,0.056,0.331,0.315,0.298,10,59,56,53,
Dance,Level 2,Hawke's Bay,2024,6,67,0.022,39,0.02,190,0.021,0.242,0.226,0.511,4,46,43,97,
Dance,Level 2,Manawatu-Whanganui,2015,11,94,0.025,52,0.02,301,0.143,0.233,0.332,0.292,43,70,100,88,
Dance,Level 2,Manawatu-Whanganui,2016,9,86,0.023,60,0.023,330,0.182,0.297,0.276,0.245,60,98,91,81,
Dance,Level 2,Manawatu-Whanganui,2017,12,182,0.05,71,0.027,485,0.097,0.291,0.262,0.351,47,141,127,170,
Dance,Level 2,Manawatu-Whanganui,2018,14,125,0.036,70,0.029,401,0.157,0.357,0.274,0.212,63,143,110,85,
Dance,Level 2,Manawatu-Whanganui,2019,12,122,0.036,55,0.024,340,0.106,0.244,0.347,0.303,36,83,118,103,
Dance,Level 2,Manawatu-Whanganui,2020,11,112,0.031,49,0.021,292,0.065,0.24,0.336,0.36,19,70,98,105,
Dance,Level 2,Manawatu-Whanganui,2021,14,125,0.036,59,0.028,342,0.108,0.275,0.295,0.322,37,94,101,110,
Dance,Level 2,Manawatu-Whanganui,2022,15,131,0.038,63,0.03,388,0.106,0.178,0.276,0.441,41,69,107,171,
Dance,Level 2,Manawatu-Whanganui,2023,13,124,0.037,61,0.028,364,0.074,0.179,0.319,0.429,27,65,116,156,
Dance,Level 2,Manawatu-Whanganui,2024,11,141,0.038,83,0.035,454,0.042,0.222,0.324,0.412,19,101,147,187,
Dance,Level 2,Marlborough,2015,1,10,0.019,0,0,20,0,0.4,0.5,0.1,0,8,10,2,Small Cohort
Dance,Level 2,Marlborough,2018,,,,,,3,,,,,,,,,Small Cohort
Dance,Level 2,Marlborough,2019,2,9,0.018,0,0,14,0,0.286,0.214,0.5,0,4,3,7,Small Cohort
Dance,Level 2,Marlborough,2020,1,5,0.009,0,0,6,0,0.167,0.5,0.333,0,1,3,2,Small Cohort
Dance,Level 2,Marlborough,2021,2,12,0.025,0,0,22,0.045,0.136,0.545,0.273,1,3,12,6,Small Cohort
Dance,Level 2,Marlborough,2022,2,7,0.014,2,0.006,15,0,0.2,0.333,0.467,0,3,5,7,Small Cohort
Dance,Level 2,Marlborough,2023,3,30,0.066,7,0.022,53,0.075,0.151,0.34,0.434,4,8,18,23,
Dance,Level 2,Marlborough,2024,2,27,0.048,12,0.032,53,0.019,0.075,0.434,0.472,1,4,23,25,
Dance,Level 2,Nelson,2015,4,20,0.021,9,0.013,55,0.145,0.182,0.291,0.382,8,10,16,21,
Dance,Level 2,Nelson,2016,3,9,0.008,5,0.007,29,0.276,0.138,0.207,0.379,8,4,6,11,Small Cohort
Dance,Level 2,Nelson,2017,3,14,0.014,1,0.001,20,0,0.25,0.3,0.45,0,5,6,9,Small Cohort
Dance,Level 2,Nelson,2018,3,23,0.024,2,0.003,33,0.061,0.091,0.242,0.606,2,3,8,20,
Dance,Level 2,Nelson,2019,1,2,0.002,2,0.003,8,0.125,0.375,0.375,0.125,1,3,3,1,Small Cohort
Dance,Level 2,Nelson,2020,2,19,0.02,8,0.011,56,0,0.429,0.232,0.339,0,24,13,19,
Dance,Level 2,Nelson,2021,1,11,0.012,7,0.01,37,0,0.081,0.243,0.676,0,3,9,25,
Dance,Level 2,Nelson,2022,1,8,0.009,8,0.013,37,0.054,0.135,0.351,0.459,2,5,13,17,
Dance,Level 2,Nelson,2023,2,15,0.018,9,0.014,48,0.021,0.125,0.333,0.521,1,6,16,25,
Dance,Level 2,Nelson,2024,2,26,0.029,19,0.027,90,0.067,0.189,0.389,0.356,6,17,35,32,
Dance,Level 2,Northland,2015,10,136,0.057,48,0.03,386,0.119,0.254,0.282,0.345,46,98,109,133,
Dance,Level 2,Northland,2016,9,103,0.044,49,0.031,309,0.042,0.239,0.311,0.408,13,74,96,126,
Dance,Level 2,Northland,2017,9,129,0.057,48,0.031,388,0.049,0.214,0.281,0.456,19,83,109,177,
Dance,Level 2,Northland,2018,8,120,0.056,41,0.028,264,0.015,0.265,0.348,0.371,4,70,92,98,
Dance,Level 2,Northland,2019,8,114,0.052,33,0.022,272,0.022,0.25,0.36,0.368,6,68,98,100,
Dance,Level 2,Northland,2020,8,75,0.035,22,0.015,154,0.123,0.24,0.208,0.429,19,37,32,66,
Dance,Level 2,Northland,2021,11,162,0.074,30,0.023,289,0.007,0.218,0.239,0.536,2,63,69,155,
Dance,Level 2,Northland,2022,9,82,0.039,22,0.017,192,0.042,0.141,0.208,0.609,8,27,40,117,
Dance,Level 2,Northland,2023,8,96,0.041,23,0.016,177,0.113,0.316,0.288,0.282,20,56,51,50,
Dance,Level 2,Northland,2024,9,87,0.036,23,0.016,174,0.075,0.264,0.259,0.402,13,46,45,70,
Dance,Level 2,Otago,2015,4,46,0.017,18,0.008,123,0.041,0.195,0.285,0.48,5,24,35,59,
Dance,Level 2,Otago,2016,7,54,0.019,18,0.008,126,0.04,0.19,0.333,0.437,5,24,42,55,
Dance,Level 2,Otago,2017,8,67,0.023,34,0.014,208,0.043,0.163,0.26,0.534,9,34,54,111,
Dance,Level 2,Otago,2018,6,48,0.017,18,0.008,138,0.101,0.239,0.275,0.384,14,33,38,53,
Dance,Level 2,Otago,2019,11,65,0.023,19,0.008,151,0.013,0.146,0.205,0.636,2,22,31,96,
Dance,Level 2,Otago,2020,7,58,0.02,40,0.018,194,0.031,0.191,0.34,0.438,6,37,66,85,
Dance,Level 2,Otago,2021,5,41,0.014,18,0.008,113,0.044,0.221,0.292,0.442,5,25,33,50,
Dance,Level 2,Otago,2022,9,79,0.027,24,0.011,165,0.018,0.182,0.248,0.552,3,30,41,91,
Dance,Level 2,Otago,2023,9,105,0.035,26,0.011,226,0.022,0.146,0.186,0.646,5,33,42,146,
Dance,Level 2,Otago,2024,11,104,0.032,23,0.01,198,0.061,0.247,0.333,0.359,12,49,66,71,
Dance,Level 2,Other,2015,1,33,0.016,0,0,55,0,0.073,0.327,0.6,0,4,18,33,
Dance,Level 2,Other,2016,1,43,0.022,0,0,67,0,0.284,0.313,0.403,0,19,21,27,
Dance,Level 2,Other,2017,1,55,0.027,1,0.002,89,0,0.022,0.191,0.787,0,2,17,70,
Dance,Level 2,Other,2018,1,47,0.024,0,0,74,0,0.054,0.257,0.689,0,4,19,51,
Dance,Level 2,Other,2019,1,55,0.028,0,0,87,0,0.034,0.218,0.747,0,3,19,65,
Dance,Level 2,Other,2020,1,54,0.025,0,0,81,0,0.012,0.296,0.691,0,1,24,56,
Dance,Level 2,Other,2021,1,54,0.026,9,0.016,99,0,0.02,0.293,0.687,0,2,29,68,
Dance,Level 2,Other,2022,1,55,0.022,10,0.014,88,0.011,0.023,0.261,0.705,1,2,23,62,
Dance,Level 2,Other,2023,1,58,0.022,9,0.013,110,0,0.064,0.236,0.7,0,7,26,77,
Dance,Level 2,Other,2024,1,36,0.012,4,0.005,62,0.016,0.097,0.177,0.71,1,6,11,44,
Dance,Level 2,Pacific Islands,2015,2,50,0.187,4,0.02,64,0.078,0.219,0.281,0.422,5,14,18,27,
Dance,Level 2,Pacific Islands,2016,1,84,0.318,8,0.045,123,0.033,0.203,0.398,0.366,4,25,49,45,
Dance,Level 2,Pacific Islands,2017,2,38,0.17,13,0.071,84,0.048,0.25,0.381,0.321,4,21,32,27,
Dance,Level 2,Pacific Islands,2018,1,20,0.086,20,0.106,90,0.167,0.156,0.133,0.544,15,14,12,49,
Dance,Level 2,Pacific Islands,2019,2,29,0.109,25,0.123,111,0.081,0.288,0.261,0.369,9,32,29,41,
Dance,Level 2,Pacific Islands,2020,1,23,0.096,23,0.107,108,0.315,0.167,0.296,0.222,34,18,32,24,
Dance,Level 2,Pacific Islands,2021,1,33,0.138,28,0.152,102,0.118,0.069,0.422,0.392,12,7,43,40,
Dance,Level 2,Pacific Islands,2022,1,22,0.085,17,0.081,72,0.097,0.431,0.306,0.167,7,31,22,12,
Dance,Level 2,Pacific Islands,2023,1,52,0.236,27,0.138,170,0.112,0.294,0.3,0.294,19,50,51,50,
