Secondary Subject,Level,School Equity Index Group,Academic Year,Provider Count,Students Assessed in 1+ Credits Count,Students Assessed in 1+ Credits Rate,Students Assessed in 14+ Credits Count,Students Assessed in 14+ Credits Rate,Assessed Count,Not Achieved Rate,Achieved Rate,Merit Rate,Excellence Rate,Not Achieved Count,Achieved Count,Merit Count,Excellence Count,Cohort Warning
New Zealand Sign Language,Level 3,Moderate,2023,1,5,0,4,0,13,0.385,0.385,0.077,0.154,5,5,1,2,Small Cohort
New Zealand Sign Language,Level 3,Moderate,2024,1,5,0,5,0,20,0.05,0.2,0.25,0.5,1,4,5,10,Small Cohort
New Zealand Sign Language,Level 3,More,2022,1,5,0.001,4,0.001,18,0,0,0.278,0.722,0,0,5,13,Small Cohort
New Zealand Sign Language,Level 3,More,2023,1,8,0.001,5,0.001,24,0,0.25,0.542,0.208,0,6,13,5,Small Cohort
New Zealand Sign Language,Level 3,More,2024,1,10,0.001,7,0.001,32,0.094,0.188,0.656,0.063,3,6,21,2,
Nga Mahi a te Rehia,Level 1,Moderate,2019,,,,,,0,,,,,,,,,Small Cohort
Nga Mahi a te Rehia,Level 1,Moderate,2020,3,21,0,0,0,35,0.086,0.743,0.086,0.086,3,26,3,3,
Nga Mahi a te Rehia,Level 1,Moderate,2022,1,5,0,0,0,9,0,0.222,0.667,0.111,0,2,6,1,Small Cohort
Nga Mahi a te Rehia,Level 1,Moderate,2023,1,3,0,0,0,6,0,0.5,0,0.5,0,3,0,3,Small Cohort
Nga Mahi a te Rehia,Level 1,Moderate,2024,,,,,,4,,,,,,,,,Small Cohort
Nga Mahi a te Rehia,Level 1,More,2019,1,8,0.001,0,0,20,0,0.9,0.1,0,0,18,2,0,Small Cohort
Nga Mahi a te Rehia,Level 1,More,2020,2,8,0.001,1,0,15,0,0.267,0.333,0.4,0,4,5,6,Small Cohort
Nga Mahi a te Rehia,Level 1,More,2022,1,5,0,0,0,15,0,0.8,0.2,0,0,12,3,0,Small Cohort
Nga Mahi a te Rehia,Level 1,More,2024,1,10,0.001,9,0.001,35,0,0.171,0.257,0.571,0,6,9,20,
Nga Mahi a te Rehia,Level 2,Moderate,2019,,,,,,0,,,,,,,,,Small Cohort
Nga Mahi a te Rehia,Level 2,Moderate,2020,4,24,0.001,2,0,28,0.071,0.5,0.071,0.357,2,14,2,10,Small Cohort
Nga Mahi a te Rehia,Level 2,Moderate,2021,1,4,0,4,0,12,0,0,0,1,0,0,0,12,Small Cohort
Nga Mahi a te Rehia,Level 2,Moderate,2022,4,13,0,7,0,27,0.037,0.037,0,0.926,1,1,0,25,Small Cohort
Nga Mahi a te Rehia,Level 2,Moderate,2023,1,7,0,0,0,9,0.111,0.889,0,0,1,8,0,0,Small Cohort
Nga Mahi a te Rehia,Level 2,More,2019,,,,,,2,,,,,,,,,Small Cohort
Nga Mahi a te Rehia,Level 2,More,2020,1,9,0.001,0,0,15,0.4,0.067,0.333,0.2,6,1,5,3,Small Cohort
Nga Mahi a te Rehia,Level 2,More,2021,,,,,,3,,,,,,,,,Small Cohort
Nga Mahi a te Rehia,Level 3,Fewer,2020,,,,,,0,,,,,,,,,Small Cohort
Nga Mahi a te Rehia,Level 3,Moderate,2019,,,,,,1,,,,,,,,,Small Cohort
Nga Mahi a te Rehia,Level 3,Moderate,2020,4,8,0,3,0,20,0,0.5,0.15,0.35,0,10,3,7,Small Cohort
Nga Mahi a te Rehia,Level 3,Moderate,2021,,,,,,0,,,,,,,,,Small Cohort
Nga Mahi a te Rehia,Level 3,Moderate,2022,2,6,0,0,0,10,0,0,0.2,0.8,0,0,2,8,Small Cohort
Nga Mahi a te Rehia,Level 3,Moderate,2023,2,9,0,0,0,16,0,0.25,0.438,0.313,0,4,7,5,Small Cohort
Nga Mahi a te Rehia,Level 3,Moderate,2024,,,,,,1,,,,,,,,,Small Cohort
Nga Mahi a te Rehia,Level 3,More,2020,1,5,0.001,0,0,15,0.067,0.4,0.2,0.333,1,6,3,5,Small Cohort
Nga Mahi a te Rehia,Level 3,More,2021,1,20,0.003,0,0,20,0,1,0,0,0,20,0,0,Small Cohort
Nga Mahi a te Rehia,Level 3,More,2022,,,,,,0,,,,,,,,,Small Cohort
Nga Toi Ataata,Level 1,Moderate,2019,1,13,0,0,0,21,0,0.333,0.381,0.286,0,7,8,6,Small Cohort
Nga Toi Ataata,Level 1,Moderate,2020,3,19,0,0,0,19,0.105,0.368,0.368,0.158,2,7,7,3,Small Cohort
Nga Toi Ataata,Level 1,Moderate,2021,3,21,0,0,0,27,0.074,0.37,0.519,0.037,2,10,14,1,Small Cohort
Nga Toi Ataata,Level 1,Moderate,2022,2,7,0,0,0,12,0,0.5,0,0.5,0,6,0,6,Small Cohort
Nga Toi Ataata,Level 1,Moderate,2023,3,15,0,11,0,48,0,0.813,0.167,0.021,0,39,8,1,
Nga Toi Ataata,Level 1,Moderate,2024,1,6,0,6,0,18,0,0,0.667,0.333,0,0,12,6,Small Cohort
Nga Toi Ataata,Level 1,More,2019,6,83,0.006,1,0,92,0.065,0.511,0.12,0.304,6,47,11,28,
Nga Toi Ataata,Level 1,More,2020,6,73,0.005,9,0.001,106,0.009,0.575,0.311,0.104,1,61,33,11,
Nga Toi Ataata,Level 1,More,2021,5,49,0.003,9,0.001,67,0,0.507,0.284,0.209,0,34,19,14,
Nga Toi Ataata,Level 1,More,2022,3,40,0.003,0,0,40,0.275,0.425,0.275,0.025,11,17,11,1,
Nga Toi Ataata,Level 1,More,2023,4,31,0.002,17,0.002,69,0.101,0.58,0.159,0.159,7,40,11,11,
Nga Toi Ataata,Level 1,More,2024,11,94,0.007,11,0.001,163,0.209,0.325,0.19,0.276,34,53,31,45,
Nga Toi Ataata,Level 2,Moderate,2020,2,6,0,0,0,12,0,0.083,0.417,0.5,0,1,5,6,Small Cohort
Nga Toi Ataata,Level 2,Moderate,2021,1,9,0,0,0,12,0,0.167,0.333,0.5,0,2,4,6,Small Cohort
Nga Toi Ataata,Level 2,Moderate,2022,2,8,0,0,0,16,0,0.813,0.125,0.063,0,13,2,1,Small Cohort
Nga Toi Ataata,Level 2,Moderate,2023,3,5,0,0,0,5,0,0.4,0.4,0.2,0,2,2,1,Small Cohort
Nga Toi Ataata,Level 2,Moderate,2024,2,11,0,0,0,17,0,0.471,0.529,0,0,8,9,0,Small Cohort
Nga Toi Ataata,Level 2,More,2019,4,29,0.003,2,0,54,0.167,0.463,0.167,0.204,9,25,9,11,
Nga Toi Ataata,Level 2,More,2020,5,22,0.002,7,0.001,52,0.096,0.269,0.365,0.269,5,14,19,14,
Nga Toi Ataata,Level 2,More,2021,5,28,0.003,0,0,32,0.25,0.344,0.188,0.219,8,11,6,7,
Nga Toi Ataata,Level 2,More,2022,6,35,0.003,0,0,40,0.2,0.425,0.2,0.175,8,17,8,7,
Nga Toi Ataata,Level 2,More,2023,3,32,0.003,17,0.003,87,0.184,0.402,0.218,0.195,16,35,19,17,
Nga Toi Ataata,Level 2,More,2024,5,25,0.002,15,0.002,64,0.094,0.594,0.078,0.234,6,38,5,15,
Nga Toi Ataata,Level 3,Fewer,2023,,,,,,1,,,,,,,,,Small Cohort
Nga Toi Ataata,Level 3,Fewer,2024,,,,,,1,,,,,,,,,Small Cohort
Nga Toi Ataata,Level 3,Moderate,2020,,,,,,3,,,,,,,,,Small Cohort
Nga Toi Ataata,Level 3,Moderate,2021,2,5,0,0,0,8,0,0.125,0.875,0,0,1,7,0,Small Cohort
Nga Toi Ataata,Level 3,Moderate,2022,,,,,,2,,,,,,,,,Small Cohort
Nga Toi Ataata,Level 3,Moderate,2023,1,9,0,0,0,18,0.056,0.278,0.167,0.5,1,5,3,9,Small Cohort
Nga Toi Ataata,Level 3,More,2019,4,8,0.001,3,0.001,24,0.125,0.333,0.25,0.292,3,8,6,7,Small Cohort
Nga Toi Ataata,Level 3,More,2020,4,7,0.001,0,0,11,0.273,0.091,0,0.636,3,1,0,7,Small Cohort
Nga Toi Ataata,Level 3,More,2021,,,,,,0,,,,,,,,,Small Cohort
Nga Toi Ataata,Level 3,More,2022,3,9,0.001,1,0,17,0,0.412,0.353,0.235,0,7,6,4,Small Cohort
Nga Toi Ataata,Level 3,More,2023,3,10,0.001,0,0,17,0.235,0.294,0.235,0.235,4,5,4,4,Small Cohort
Nga Toi Ataata,Level 3,More,2024,5,29,0.003,3,0.001,75,0.053,0.573,0.12,0.253,4,43,9,19,
Nga Toi Puoro,Level 1,Moderate,2020,,,,,,4,,,,,,,,,Small Cohort
Nga Toi Puoro,Level 1,Moderate,2022,,,,,,0,,,,,,,,,Small Cohort
Nga Toi Puoro,Level 1,More,2019,,,,,,4,,,,,,,,,Small Cohort
Nga Toi Puoro,Level 1,More,2020,2,9,0.001,0,0,27,0.111,0.111,0.185,0.593,3,3,5,16,Small Cohort
Nga Toi Puoro,Level 1,More,2021,1,11,0.001,0,0,33,0,0.242,0.121,0.636,0,8,4,21,
Nga Toi Puoro,Level 1,More,2023,,,,,,1,,,,,,,,,Small Cohort
Nga Toi Puoro,Level 1,More,2024,6,23,0.002,13,0.002,60,0.05,0.05,0.367,0.533,3,3,22,32,
Nga Toi Puoro,Level 2,More,2020,,,,,,1,,,,,,,,,Small Cohort
Nga Toi Puoro,Level 2,More,2021,2,5,0,1,0,7,0,0.286,0.714,0,0,2,5,0,Small Cohort
Nga Toi Puoro,Level 2,More,2022,,,,,,2,,,,,,,,,Small Cohort
Nga Toi Puoro,Level 2,More,2023,,,,,,2,,,,,,,,,Small Cohort
Nga Toi Puoro,Level 2,More,2024,,,,,,1,,,,,,,,,Small Cohort
Nga Toi Puoro,Level 3,Moderate,2019,1,15,0.001,0,0,15,0,0.4,0.6,0,0,6,9,0,Small Cohort
Nga Toi Puoro,Level 3,Moderate,2020,1,9,0,0,0,9,0,0.778,0.111,0.111,0,7,1,1,Small Cohort
Nga Toi Puoro,Level 3,Moderate,2021,,,,,,0,,,,,,,,,Small Cohort
Nga Toi Puoro,Level 3,Moderate,2023,,,,,,0,,,,,,,,,Small Cohort
Nga Toi Puoro,Level 3,More,2020,2,7,0.001,0,0,16,0,0.125,0.375,0.5,0,2,6,8,Small Cohort
Nga Toi Puoro,Level 3,More,2021,2,6,0.001,5,0.001,27,0.185,0.407,0.037,0.37,5,11,1,10,Small Cohort
Nga Toi Puoro,Level 3,More,2022,2,4,0.001,0,0,8,0,0.875,0,0.125,0,7,0,1,Small Cohort
Nga Toi Puoro,Level 3,More,2023,,,,,,3,,,,,,,,,Small Cohort
Nga Toi Puoro,Level 3,More,2024,2,18,0.002,6,0.001,42,0.119,0.19,0.19,0.5,5,8,8,21,
Painting,Level 3,Fewer,2019,75,898,0.053,796,0.061,2428,0.094,0.28,0.284,0.342,228,680,690,830,
Painting,Level 3,Fewer,2020,75,894,0.053,755,0.057,2380,0.05,0.255,0.305,0.389,120,608,726,926,
Painting,Level 3,Fewer,2021,74,1021,0.06,878,0.066,2792,0.057,0.228,0.308,0.407,159,637,859,1137,
Painting,Level 3,Fewer,2022,72,906,0.054,768,0.06,2367,0.081,0.258,0.308,0.354,191,610,728,838,
Painting,Level 3,Fewer,2023,73,878,0.054,759,0.06,2331,0.074,0.253,0.312,0.361,172,589,728,842,
Painting,Level 3,Fewer,2024,73,893,0.052,765,0.056,2379,0.072,0.264,0.301,0.362,172,629,716,862,
Painting,Level 3,Moderate,2019,178,1482,0.057,1157,0.061,3746,0.123,0.356,0.28,0.241,460,1335,1048,903,
Painting,Level 3,Moderate,2020,174,1587,0.061,1235,0.067,3903,0.1,0.319,0.282,0.298,392,1245,1101,1165,
Painting,Level 3,Moderate,2021,178,1650,0.063,1311,0.069,4107,0.088,0.326,0.313,0.273,362,1338,1287,1120,
Painting,Level 3,Moderate,2022,182,1610,0.062,1233,0.069,3998,0.126,0.334,0.273,0.268,502,1334,1091,1071,
Painting,Level 3,Moderate,2023,176,1600,0.064,1293,0.071,4067,0.108,0.359,0.275,0.258,441,1459,1117,1050,
Painting,Level 3,Moderate,2024,176,1676,0.06,1320,0.066,4285,0.102,0.364,0.278,0.256,438,1559,1190,1098,
Painting,Level 3,More,2019,94,522,0.068,358,0.079,1148,0.246,0.398,0.213,0.143,282,457,245,164,
Painting,Level 3,More,2020,93,505,0.068,345,0.081,1132,0.222,0.387,0.227,0.164,251,438,257,186,
Painting,Level 3,More,2021,98,549,0.074,370,0.087,1180,0.164,0.463,0.238,0.135,194,546,281,159,
Painting,Level 3,More,2022,87,501,0.068,296,0.075,1088,0.267,0.369,0.218,0.147,290,401,237,160,
Painting,Level 3,More,2023,94,504,0.067,303,0.07,1066,0.22,0.393,0.256,0.131,234,419,273,140,
Painting,Level 3,More,2024,96,517,0.06,328,0.065,1081,0.217,0.406,0.228,0.149,235,439,246,161,
Pangarau,Level 1,Moderate,2023,,,,,,1,,,,,,,,,Small Cohort
Pangarau,Level 1,Moderate,2024,3,48,0.001,28,0.001,117,0.06,0.769,0.145,0.026,7,90,17,3,
Pangarau,Level 1,More,2019,3,18,0.001,0,0,20,0,0.8,0.2,0,0,16,4,0,Small Cohort
Pangarau,Level 1,More,2020,6,33,0.002,0,0,42,0.048,0.548,0.357,0.048,2,23,15,2,
Pangarau,Level 1,More,2021,5,44,0.003,0,0,44,0,0.568,0.386,0.045,0,25,17,2,
Pangarau,Level 1,More,2022,4,24,0.002,0,0,24,0,0.458,0.375,0.167,0,11,9,4,Small Cohort
Pangarau,Level 1,More,2023,5,30,0.002,0,0,30,0.033,0.9,0.033,0.033,1,27,1,1,
Pangarau,Level 1,More,2024,26,235,0.017,49,0.006,446,0.087,0.592,0.267,0.054,39,264,119,24,
Pangarau,Level 2,More,2019,1,7,0.001,0,0,7,0,0.714,0.286,0,0,5,2,0,Small Cohort
Pangarau,Level 2,More,2020,2,7,0.001,0,0,7,0,0,0.714,0.286,0,0,5,2,Small Cohort
Pangarau,Level 2,More,2021,,,,,,0,,,,,,,,,Small Cohort
Pangarau,Level 2,More,2022,1,7,0.001,0,0,7,0,0,1,0,0,0,7,0,Small Cohort
Pangarau,Level 2,More,2024,,,,,,4,,,,,,,,,Small Cohort
Photography,Level 3,Fewer,2019,65,1136,0.067,909,0.07,2804,0.102,0.291,0.316,0.291,285,815,887,817,
Photography,Level 3,Fewer,2020,68,986,0.058,809,0.061,2450,0.078,0.296,0.329,0.298,191,724,805,730,
Photography,Level 3,Fewer,2021,66,1061,0.062,917,0.069,2737,0.075,0.274,0.322,0.33,205,749,881,902,
Photography,Level 3,Fewer,2022,65,1004,0.06,901,0.07,2543,0.072,0.323,0.308,0.298,183,821,782,757,
Photography,Level 3,Fewer,2023,64,1055,0.065,907,0.071,2682,0.092,0.348,0.294,0.267,247,932,788,715,
Photography,Level 3,Fewer,2024,67,1160,0.067,983,0.072,2992,0.096,0.313,0.317,0.274,288,936,947,821,
Photography,Level 3,Moderate,2019,146,1582,0.061,1193,0.062,3968,0.141,0.391,0.292,0.176,559,1553,1159,697,
Photography,Level 3,Moderate,2020,146,1552,0.06,1135,0.061,3871,0.107,0.384,0.305,0.205,413,1487,1179,792,
Photography,Level 3,Moderate,2021,144,1557,0.059,1154,0.061,3868,0.115,0.359,0.309,0.217,445,1388,1194,841,
Photography,Level 3,Moderate,2022,141,1493,0.058,1092,0.061,3647,0.146,0.36,0.287,0.206,534,1313,1047,753,
Photography,Level 3,Moderate,2023,151,1498,0.06,1138,0.063,3758,0.138,0.382,0.292,0.188,520,1437,1096,705,
Photography,Level 3,Moderate,2024,143,1619,0.058,1191,0.059,4067,0.14,0.399,0.278,0.183,571,1622,1130,744,
Photography,Level 3,More,2019,62,430,0.056,284,0.062,979,0.238,0.488,0.186,0.088,233,478,182,86,
Photography,Level 3,More,2020,60,407,0.055,231,0.054,933,0.206,0.43,0.259,0.105,192,401,242,98,
Photography,Level 3,More,2021,60,452,0.061,260,0.061,1027,0.173,0.463,0.266,0.098,178,475,273,101,
Photography,Level 3,More,2022,55,367,0.05,214,0.054,874,0.238,0.404,0.244,0.114,208,353,213,100,
Photography,Level 3,More,2023,58,451,0.06,252,0.059,1047,0.244,0.457,0.221,0.078,255,479,231,82,
Photography,Level 3,More,2024,57,504,0.059,295,0.059,1161,0.235,0.463,0.228,0.074,273,537,265,86,
Physical Education,Level 1,Fewer,2019,77,8071,0.362,4433,0.281,27397,0.102,0.239,0.311,0.348,2802,6545,8520,9530,
Physical Education,Level 1,Fewer,2020,77,7817,0.301,4202,0.279,25678,0.105,0.24,0.315,0.34,2691,6159,8100,8728,
Physical Education,Level 1,Fewer,2021,75,7588,0.296,4100,0.29,25126,0.105,0.249,0.305,0.341,2643,6252,7667,8564,
Physical Education,Level 1,Fewer,2022,73,7619,0.302,4083,0.292,24563,0.105,0.253,0.31,0.332,2586,6212,7606,8159,
Physical Education,Level 1,Fewer,2023,71,6945,0.307,4237,0.288,23899,0.104,0.251,0.308,0.337,2482,6000,7367,8050,
Physical Education,Level 1,Fewer,2024,54,4337,0.33,2294,0.313,10159,0.123,0.335,0.332,0.211,1248,3402,3370,2139,
Physical Education,Level 1,Moderate,2019,196,17056,0.394,9789,0.334,61792,0.135,0.32,0.295,0.249,8347,19800,18231,15414,
Physical Education,Level 1,Moderate,2020,198,16495,0.338,9259,0.325,57733,0.138,0.321,0.294,0.248,7961,18508,16958,14306,
Physical Education,Level 1,Moderate,2021,198,16216,0.345,8878,0.319,56166,0.144,0.317,0.29,0.248,8092,17812,16305,13957,
Physical Education,Level 1,Moderate,2022,195,15883,0.332,8690,0.312,54774,0.156,0.313,0.285,0.246,8539,17144,15633,13458,
Physical Education,Level 1,Moderate,2023,192,16382,0.342,8839,0.3,55565,0.144,0.326,0.282,0.248,7997,18115,15660,13793,
Physical Education,Level 1,Moderate,2024,188,12375,0.34,8109,0.311,33320,0.185,0.384,0.284,0.147,6158,12807,9448,4907,
Physical Education,Level 1,More,2019,137,5519,0.397,2833,0.353,18969,0.189,0.428,0.233,0.15,3586,8118,4426,2839,
Physical Education,Level 1,More,2020,135,5569,0.375,2593,0.336,17955,0.183,0.423,0.245,0.149,3285,7595,4407,2668,
Physical Education,Level 1,More,2021,143,5367,0.35,2298,0.301,16781,0.192,0.414,0.237,0.157,3226,6943,3970,2642,
Physical Education,Level 1,More,2022,137,4923,0.31,2288,0.296,15751,0.208,0.406,0.229,0.157,3275,6396,3601,2479,
Physical Education,Level 1,More,2023,135,5800,0.308,2366,0.276,16872,0.208,0.437,0.215,0.141,3507,7372,3622,2371,
Physical Education,Level 1,More,2024,126,4332,0.311,2050,0.266,10302,0.296,0.419,0.189,0.095,3050,4319,1950,983,
Physical Education,Level 2,Fewer,2019,76,4081,0.203,2861,0.186,16946,0.151,0.274,0.29,0.285,2555,4645,4915,4831,
Physical Education,Level 2,Fewer,2020,76,4375,0.216,2959,0.192,17604,0.154,0.277,0.285,0.284,2716,4871,5020,4997,
Physical Education,Level 2,Fewer,2021,75,4329,0.224,2902,0.194,17266,0.159,0.277,0.276,0.288,2749,4783,4763,4971,
Physical Education,Level 2,Fewer,2022,76,4110,0.222,2689,0.187,16151,0.164,0.275,0.268,0.293,2651,4442,4325,4733,
Physical Education,Level 2,Fewer,2023,76,4496,0.228,3135,0.206,18250,0.152,0.286,0.278,0.284,2766,5216,5078,5190,
Physical Education,Level 2,Fewer,2024,76,4864,0.235,3498,0.214,19838,0.148,0.287,0.283,0.283,2931,5685,5608,5614,
Physical Education,Level 2,Moderate,2019,193,10160,0.283,5658,0.226,37254,0.189,0.336,0.267,0.208,7043,12519,9931,7761,
Physical Education,Level 2,Moderate,2020,195,10266,0.287,5421,0.22,36144,0.187,0.341,0.262,0.211,6745,12327,9460,7612,
Physical Education,Level 2,Moderate,2021,196,10165,0.291,4968,0.209,34873,0.193,0.337,0.258,0.212,6734,11751,9005,7383,
Physical Education,Level 2,Moderate,2022,198,9476,0.279,4815,0.209,32887,0.21,0.34,0.248,0.202,6892,11186,8150,6659,
Physical Education,Level 2,Moderate,2023,199,10081,0.281,5335,0.214,35848,0.198,0.341,0.254,0.207,7107,12230,9094,7417,
Physical Education,Level 2,Moderate,2024,200,11237,0.285,5995,0.219,39521,0.188,0.35,0.252,0.21,7413,13841,9974,8293,
Physical Education,Level 2,More,2019,130,3627,0.324,1541,0.255,11270,0.25,0.426,0.202,0.122,2815,4800,2279,1376,
Physical Education,Level 2,More,2020,132,3568,0.331,1175,0.211,9779,0.255,0.404,0.211,0.13,2492,3955,2061,1271,
Physical Education,Level 2,More,2021,135,3636,0.326,1085,0.201,9451,0.213,0.417,0.218,0.152,2016,3940,2062,1433,
Physical Education,Level 2,More,2022,132,3378,0.316,1076,0.203,9124,0.232,0.415,0.222,0.131,2119,3789,2022,1194,
Physical Education,Level 2,More,2023,131,3906,0.327,1290,0.212,10500,0.257,0.405,0.207,0.131,2700,4252,2177,1371,
Physical Education,Level 2,More,2024,133,4430,0.304,1444,0.218,11930,0.25,0.41,0.203,0.136,2987,4891,2425,1627,
Physical Education,Level 3,Fewer,2019,75,3012,0.177,2123,0.163,11660,0.164,0.287,0.266,0.283,1917,3343,3098,3302,
Physical Education,Level 3,Fewer,2020,74,3108,0.183,2157,0.163,11942,0.17,0.268,0.26,0.302,2028,3201,3101,3612,
Physical Education,Level 3,Fewer,2021,75,3237,0.189,2309,0.173,12440,0.163,0.3,0.251,0.285,2030,3738,3126,3546,
Physical Education,Level 3,Fewer,2022,73,3126,0.187,2253,0.175,11880,0.175,0.295,0.251,0.279,2078,3506,2978,3318,
Physical Education,Level 3,Fewer,2023,74,3126,0.193,2327,0.183,11963,0.141,0.299,0.265,0.295,1692,3572,3170,3529,
Physical Education,Level 3,Fewer,2024,76,3523,0.205,2779,0.203,14024,0.136,0.288,0.267,0.309,1907,4037,3751,4329,
Physical Education,Level 3,Moderate,2019,191,6596,0.254,3536,0.185,21543,0.225,0.341,0.23,0.204,4842,7346,4958,4397,
Physical Education,Level 3,Moderate,2020,190,6524,0.251,3154,0.171,20243,0.21,0.322,0.233,0.235,4241,6527,4711,4764,
Physical Education,Level 3,Moderate,2021,192,6689,0.254,3411,0.18,20886,0.202,0.337,0.239,0.223,4223,7029,4986,4648,
Physical Education,Level 3,Moderate,2022,193,6271,0.242,3347,0.187,20155,0.228,0.331,0.221,0.219,4599,6679,4457,4420,
Physical Education,Level 3,Moderate,2023,194,6102,0.243,3264,0.18,19748,0.205,0.335,0.233,0.227,4046,6610,4607,4485,
Physical Education,Level 3,Moderate,2024,192,6887,0.247,3880,0.193,22373,0.196,0.334,0.241,0.229,4377,7470,5395,5131,
Physical Education,Level 3,More,2019,119,2596,0.34,957,0.21,6778,0.246,0.411,0.204,0.139,1669,2788,1380,941,
Physical Education,Level 3,More,2020,127,2514,0.339,724,0.17,6428,0.263,0.423,0.187,0.127,1691,2718,1203,816,
Physical Education,Level 3,More,2021,125,2478,0.336,750,0.177,6102,0.233,0.436,0.198,0.132,1423,2663,1211,805,
Physical Education,Level 3,More,2022,126,2343,0.319,684,0.174,5668,0.255,0.427,0.182,0.136,1443,2422,1034,769,
Physical Education,Level 3,More,2023,126,2502,0.335,807,0.188,6311,0.263,0.406,0.174,0.157,1661,2561,1098,991,
Physical Education,Level 3,More,2024,131,2665,0.311,1003,0.2,7015,0.248,0.393,0.203,0.157,1738,2758,1421,1098,
Physics,Level 1,Fewer,2019,58,8145,0.365,162,0.01,10765,0.084,0.352,0.27,0.294,899,3789,2909,3168,
Physics,Level 1,Fewer,2020,55,6556,0.253,179,0.012,8648,0.091,0.351,0.273,0.284,791,3038,2359,2460,
Physics,Level 1,Fewer,2021,53,5664,0.221,148,0.01,7395,0.07,0.336,0.262,0.331,516,2488,1940,2451,
Physics,Level 1,Fewer,2022,56,5684,0.225,81,0.006,7433,0.078,0.364,0.263,0.295,579,2702,1958,2194,
Physics,Level 1,Fewer,2023,56,6251,0.276,116,0.008,8126,0.092,0.39,0.257,0.261,750,3166,2091,2119,
Physics,Level 1,Moderate,2019,167,16055,0.371,4,0,17551,0.121,0.449,0.213,0.217,2123,7880,3745,3803,
Physics,Level 1,Moderate,2020,159,13711,0.281,0,0,14881,0.126,0.476,0.213,0.186,1868,7078,3167,2768,
Physics,Level 1,Moderate,2021,163,13166,0.28,4,0,14211,0.101,0.504,0.207,0.187,1436,7165,2947,2663,
Physics,Level 1,Moderate,2022,159,14603,0.305,0,0,15723,0.117,0.501,0.186,0.196,1835,7882,2921,3085,
Physics,Level 1,Moderate,2023,156,15055,0.314,1,0,16329,0.125,0.517,0.183,0.176,2042,8437,2984,2866,
Physics,Level 1,More,2019,98,4340,0.313,9,0.001,4710,0.172,0.541,0.183,0.104,812,2550,860,488,
Physics,Level 1,More,2020,89,3802,0.256,0,0,4008,0.18,0.513,0.189,0.118,723,2055,756,474,
Physics,Level 1,More,2021,96,3759,0.245,0,0,4016,0.167,0.54,0.173,0.12,672,2170,694,480,
Physics,Level 1,More,2022,86,4081,0.257,0,0,4420,0.196,0.528,0.178,0.099,865,2333,785,437,
Physics,Level 1,More,2023,93,4971,0.264,0,0,5310,0.174,0.544,0.18,0.102,926,2888,955,541,
Physics,Level 2,Fewer,2019,77,6210,0.309,4730,0.307,22509,0.146,0.272,0.273,0.309,3280,6126,6148,6955,
Physics,Level 2,Fewer,2020,77,5975,0.295,4345,0.281,20476,0.128,0.291,0.283,0.298,2611,5963,5790,6112,
Physics,Level 2,Fewer,2021,76,5859,0.303,4464,0.299,20665,0.098,0.277,0.267,0.358,2018,5722,5517,7408,
Physics,Level 2,Fewer,2022,76,5653,0.305,4245,0.295,19564,0.146,0.287,0.265,0.302,2865,5611,5181,5907,
Physics,Level 2,Fewer,2023,77,5839,0.296,4128,0.271,19453,0.114,0.306,0.27,0.311,2212,5944,5255,6042,
Physics,Level 2,Fewer,2024,78,6419,0.31,4715,0.288,22259,0.129,0.302,0.268,0.301,2865,6720,5971,6703,
Physics,Level 2,Moderate,2019,188,8343,0.233,5769,0.231,30097,0.2,0.308,0.257,0.234,6025,9270,7747,7055,
Physics,Level 2,Moderate,2020,191,7807,0.218,5270,0.214,27272,0.187,0.322,0.26,0.231,5109,8782,7093,6288,
Physics,Level 2,Moderate,2021,190,7771,0.222,5239,0.221,27080,0.166,0.328,0.253,0.253,4496,8895,6846,6843,
Physics,Level 2,Moderate,2022,190,7587,0.223,4816,0.209,25742,0.222,0.321,0.237,0.22,5715,8263,6094,5670,
Physics,Level 2,Moderate,2023,189,7965,0.222,4958,0.199,26912,0.19,0.343,0.231,0.236,5121,9218,6225,6348,
Physics,Level 2,Moderate,2024,195,8832,0.224,5600,0.205,30392,0.195,0.336,0.231,0.238,5912,10217,7022,7241,
Physics,Level 2,More,2019,87,1460,0.13,676,0.112,4234,0.309,0.331,0.199,0.16,1310,1403,843,678,
Physics,Level 2,More,2020,90,1310,0.122,559,0.101,3609,0.296,0.351,0.199,0.155,1067,1265,717,560,
Physics,Level 2,More,2021,95,1426,0.128,491,0.091,3746,0.247,0.376,0.21,0.168,924,1407,785,630,
Physics,Level 2,More,2022,85,1324,0.124,469,0.089,3472,0.313,0.339,0.193,0.154,1088,1178,670,536,
Physics,Level 2,More,2023,90,1460,0.122,472,0.078,3762,0.261,0.387,0.188,0.164,983,1455,708,616,
Physics,Level 2,More,2024,87,1634,0.112,656,0.099,4430,0.269,0.368,0.195,0.167,1192,1632,866,740,
Physics,Level 3,Fewer,2019,77,4272,0.251,3045,0.234,14869,0.158,0.315,0.28,0.247,2348,4687,4166,3668,
Physics,Level 3,Fewer,2020,77,4147,0.244,2714,0.205,13974,0.138,0.305,0.288,0.27,1924,4259,4025,3766,
Physics,Level 3,Fewer,2021,76,4181,0.245,2841,0.213,13865,0.108,0.306,0.266,0.32,1497,4249,3682,4437,
