"Subject","Region","Academic Year","Outstanding Scholarship Rate","Scholarship Rate","No Award Rate","Outstanding Scholarship Count","Scholarship Count","No Award Count","Total Assessed Result Count","Total Student Count","Cohort Warning"
"Te Ao Haka","Auckland","2024","0.667","0","0.333","2","0","1","3","6","Small Cohort"
"Te Ao Haka","Bay of Plenty","2024","0.75","0","0.25","3","0","1","4","11","Small Cohort"
"Te Ao Haka","Hawke's Bay","2024","","","","","","","","1","Small Cohort"
"Te Ao Haka","Marlborough","2024","","","","","","","","1","Small Cohort"
"Te Ao Haka","Northland","2023","0","0.25","0.75","0","2","6","8","20","Small Cohort"
"Te Ao Haka","Northland","2024","0","1","0","0","1","0","1","11","Small Cohort"
"Te Ao Haka","Otago","2024","","","","","","","","3","Small Cohort"
"Te Ao Haka","Waikato","2023","","","","","","","","4","Small Cohort"
"Te Ao Haka","Waikato","2024","0","0","1","0","0","2","2","9","Small Cohort"
"Te Reo Maori","Auckland","2015","0","0.059","0.941","0","1","16","17","22","Small Cohort"
"Te Reo Maori","Auckland","2016","0","0.25","0.75","0","5","15","20","29","Small Cohort"
"Te Reo Maori","Auckland","2017","0.043","0.13","0.826","1","3","19","23","33",""
"Te Reo Maori","Auckland","2018","0","0.212","0.788","0","7","26","33","43",""
"Te Reo Maori","Auckland","2019","0.033","0.2","0.767","1","6","23","30","34",""
"Te Reo Maori","Auckland","2020","0","0.222","0.778","0","4","14","18","24","Small Cohort"
"Te Reo Maori","Auckland","2021","0.143","0.571","0.286","1","4","2","7","41",""
"Te Reo Maori","Auckland","2022","0","0","1","0","0","22","22","33",""
"Te Reo Maori","Auckland","2023","0.133","0.333","0.533","2","5","8","15","28","Small Cohort"
"Te Reo Maori","Auckland","2024","0.023","0.318","0.659","1","14","29","44","56",""
"Te Reo Maori","Bay of Plenty","2015","0.1","0.3","0.6","1","3","6","10","14","Small Cohort"
"Te Reo Maori","Bay of Plenty","2016","0.105","0.421","0.474","2","8","9","19","20","Small Cohort"
"Te Reo Maori","Bay of Plenty","2017","0","0.091","0.909","0","2","20","22","27","Small Cohort"
"Te Reo Maori","Bay of Plenty","2018","0","0.2","0.8","0","2","8","10","19","Small Cohort"
"Te Reo Maori","Bay of Plenty","2019","0","0.2","0.8","0","5","20","25","35",""
"Te Reo Maori","Bay of Plenty","2020","0.077","0.385","0.538","2","10","14","26","40",""
"Te Reo Maori","Bay of Plenty","2021","0.036","0.25","0.714","1","7","20","28","45",""
"Te Reo Maori","Bay of Plenty","2022","0.053","0.158","0.789","1","3","15","19","37",""
"Te Reo Maori","Bay of Plenty","2023","0.037","0.222","0.741","1","6","20","27","40",""
"Te Reo Maori","Bay of Plenty","2024","0.051","0.256","0.692","2","10","27","39","69",""
"Te Reo Maori","Canterbury","2015","0","0.429","0.571","0","3","4","7","8","Small Cohort"
"Te Reo Maori","Canterbury","2016","","","","","","","","3","Small Cohort"
"Te Reo Maori","Canterbury","2017","","","","","","","","2","Small Cohort"
"Te Reo Maori","Canterbury","2018","","","","","","","","4","Small Cohort"
"Te Reo Maori","Canterbury","2019","","","","","","","","1","Small Cohort"
"Te Reo Maori","Canterbury","2020","","","","","","","","4","Small Cohort"
"Te Reo Maori","Canterbury","2021","","","","","","","","1","Small Cohort"
"Te Reo Maori","Canterbury","2022","0","0.125","0.875","0","1","7","8","8","Small Cohort"
"Te Reo Maori","Canterbury","2023","0.111","0.556","0.333","1","5","3","9","13","Small Cohort"
"Te Reo Maori","Canterbury","2024","0","0.2","0.8","0","2","8","10","19","Small Cohort"
"Te Reo Maori","Gisborne","2015","0","0.167","0.833","0","1","5","6","9","Small Cohort"
"Te Reo Maori","Gisborne","2016","","","","","","","","4","Small Cohort"
"Te Reo Maori","Gisborne","2017","0","0.4","0.6","0","6","9","15","15","Small Cohort"
"Te Reo Maori","Gisborne","2018","0.111","0.222","0.667","1","2","6","9","9","Small Cohort"
"Te Reo Maori","Gisborne","2019","0.1","0.1","0.8","1","1","8","10","11","Small Cohort"
"Te Reo Maori","Gisborne","2020","0","0.333","0.667","0","2","4","6","8","Small Cohort"
"Te Reo Maori","Gisborne","2021","0","0.333","0.667","0","3","6","9","9","Small Cohort"
"Te Reo Maori","Gisborne","2022","0","0.2","0.8","0","1","4","5","7","Small Cohort"
"Te Reo Maori","Gisborne","2023","","","","","","","","2","Small Cohort"
"Te Reo Maori","Gisborne","2024","0.143","0.143","0.714","1","1","5","7","13","Small Cohort"
"Te Reo Maori","Hawke's Bay","2015","0","0.222","0.778","0","2","7","9","12","Small Cohort"
"Te Reo Maori","Hawke's Bay","2016","0.083","0.083","0.833","1","1","10","12","14","Small Cohort"
"Te Reo Maori","Hawke's Bay","2017","0","0.143","0.857","0","1","6","7","11","Small Cohort"
"Te Reo Maori","Hawke's Bay","2018","0","0.167","0.833","0","2","10","12","14","Small Cohort"
"Te Reo Maori","Hawke's Bay","2019","0","0.5","0.5","0","2","2","4","6","Small Cohort"
"Te Reo Maori","Hawke's Bay","2020","","","","","","","","4","Small Cohort"
"Te Reo Maori","Hawke's Bay","2021","0","0.444","0.556","0","4","5","9","12","Small Cohort"
"Te Reo Maori","Hawke's Bay","2022","0","0.5","0.5","0","6","6","12","14","Small Cohort"
