"Subject","Ethnicity","Academic Year","Outstanding Scholarship Rate","Scholarship Rate","No Award Rate","Outstanding Scholarship Count","Scholarship Count","No Award Count","Total Assessed Result Count","Total Student Count","Cohort Warning"
"Technology","Pacific Peoples","2015","0","0.5","0.5","0","2","2","4","6","Small Cohort"
"Technology","Pacific Peoples","2016","0","0.5","0.5","0","2","2","4","10","Small Cohort"
"Technology","Pacific Peoples","2017","0","0.333","0.667","0","1","2","3","6","Small Cohort"
"Technology","Pacific Peoples","2018","0","0.25","0.75","0","1","3","4","5","Small Cohort"
"Technology","Pacific Peoples","2019","0","0.5","0.5","0","1","1","2","10","Small Cohort"
"Technology","Pacific Peoples","2020","0","0.333","0.667","0","2","4","6","6","Small Cohort"
"Technology","Pacific Peoples","2021","0","0","1","0","0","3","3","13","Small Cohort"
"Technology","Pacific Peoples","2022","0","0","1","0","0","4","4","9","Small Cohort"
"Technology","Pacific Peoples","2023","0","0","1","0","0","3","3","5","Small Cohort"
"Technology","Pacific Peoples","2024","0","0","1","0","0","2","2","11","Small Cohort"
"Technology","Asian","2015","0.037","0.333","0.63","2","18","34","54","72",""
"Technology","Asian","2016","0.038","0.346","0.615","2","18","32","52","76",""
"Technology","Asian","2017","0.016","0.206","0.778","1","13","49","63","97",""
"Technology","Asian","2018","0.04","0.2","0.76","3","15","57","75","94",""
"Technology","Asian","2019","0.063","0.208","0.729","3","10","35","48","88",""
"Technology","Asian","2020","0.025","0.222","0.753","2","18","61","81","121",""
"Technology","Asian","2021","0","0.244","0.756","0","21","65","86","156",""
"Technology","Asian","2022","0","0.26","0.74","0","19","54","73","147",""
"Technology","Asian","2023","0.037","0.293","0.671","3","24","55","82","141",""
"Technology","Asian","2024","0.047","0.33","0.623","5","35","66","106","182",""
"Technology","Middle Eastern/Latin American/African","2015","0","0.167","0.833","0","1","5","6","9","Small Cohort"
"Technology","Middle Eastern/Latin American/African","2016","","","","","","","","3","Small Cohort"
"Technology","Middle Eastern/Latin American/African","2017","0.143","0.286","0.571","1","2","4","7","11","Small Cohort"
"Technology","Middle Eastern/Latin American/African","2018","0","0.273","0.727","0","3","8","11","13","Small Cohort"
"Technology","Middle Eastern/Latin American/African","2019","0","0.333","0.667","0","2","4","6","9","Small Cohort"
"Technology","Middle Eastern/Latin American/African","2020","0","0.333","0.667","0","1","2","3","8","Small Cohort"
"Technology","Middle Eastern/Latin American/African","2021","0","0.143","0.857","0","1","6","7","16","Small Cohort"
"Technology","Middle Eastern/Latin American/African","2022","0.143","0.143","0.714","1","1","5","7","14","Small Cohort"
"Technology","Middle Eastern/Latin American/African","2023","0","0","1","0","0","7","7","13","Small Cohort"
"Technology","Middle Eastern/Latin American/African","2024","0","0","1","0","0","3","3","12","Small Cohort"
